MSSubClass,MSZoning,LotArea,LotShape,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,X1stFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,RL,11250,IR1,Inside,Veenker,1Fam,1Story,6,6,1977,1977,Gable,Plywood,Plywood,None,0,Gd,TA,CBlock,Gd,ALQ,767,441,1208,TA,Y,SBrkr,1208,1208,1,1,1,3,1,TA,6,Attchd,RFn,2,546,TA,TA,Y,6,2006,WD,Normal,165000
20,RL,14442,Reg,Inside,Crawfor,1Fam,1Story,6,7,1957,2004,Hip,CemntBd,CmentBd,BrkFace,106,TA,TA,PConc,TA,GLQ,1186,291,1477,Ex,Y,SBrkr,1839,1839,1,2,0,3,1,Gd,7,Attchd,Fin,2,416,TA,TA,Y,6,2007,WD,Normal,257500
20,RL,9200,Reg,Inside,NAmes,1Fam,1Story,6,6,1965,1965,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,Rec,892,244,1136,TA,Y,SBrkr,1136,1136,1,1,0,3,1,TA,5,Attchd,RFn,1,384,TA,TA,Y,7,2008,WD,Normal,140000
160,RL,2289,Reg,Inside,NPkVill,Twnhs,2Story,6,6,1978,1978,Gable,Plywood,Brk Cmn,None,0,TA,TA,CBlock,TA,ALQ,311,544,855,TA,Y,SBrkr,855,1441,0,2,1,3,1,TA,7,Attchd,Unf,2,440,TA,TA,Y,4,2009,WD,Normal,148500
70,RM,9600,Reg,Inside,OldTown,1Fam,2Story,4,2,1900,1950,Gable,AsbShng,Stucco,None,0,TA,TA,BrkTil,TA,Unf,0,1095,1095,Fa,N,SBrkr,1095,1774,1,2,0,4,2,TA,8,2Types,Unf,3,779,Fa,Fa,N,5,2006,WD,Normal,87000
30,RL,9022,Reg,Inside,OldTown,1Fam,1Story,5,8,1924,2006,Gable,VinylSd,VinylSd,None,0,Gd,TA,BrkTil,TA,Unf,0,768,768,Ex,Y,SBrkr,792,792,0,1,0,2,1,Gd,5,Detchd,Unf,1,240,Fa,Fa,N,5,2009,WD,Normal,109500
20,RL,11844,IR1,Inside,StoneBr,1Fam,1Story,8,5,2008,2008,Hip,VinylSd,VinylSd,Stone,464,Gd,TA,PConc,Ex,Unf,0,2046,2046,Ex,Y,SBrkr,2046,2046,0,2,1,3,1,Gd,7,Attchd,Fin,3,834,TA,TA,Y,7,2009,New,Partial,372500
20,RL,9945,IR1,Inside,Sawyer,1Fam,1Story,5,5,1961,1961,Hip,Wd Sdng,Wd Sdng,BrkFace,57,TA,TA,CBlock,TA,Rec,827,161,988,TA,Y,SBrkr,988,988,1,1,0,3,1,TA,5,Detchd,Unf,2,572,TA,TA,Y,10,2007,WD,Normal,128500
120,RL,8012,Reg,Inside,SawyerW,TwnhsE,1Story,6,5,1980,1980,Gable,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,BLQ,543,261,923,TA,Y,SBrkr,923,923,0,2,0,2,1,TA,5,Attchd,RFn,1,264,TA,TA,Y,5,2010,WD,Normal,143000
50,RH,4500,IR2,Inside,SWISU,1Fam,1.5Fin,5,5,1932,2000,Gable,VinylSd,Stucco,None,0,TA,TA,BrkTil,TA,Rec,182,611,793,Ex,Y,SBrkr,848,1520,0,1,0,3,1,TA,6,Detchd,Unf,1,281,TA,TA,Y,7,2009,WD,Abnorml,159434
120,RL,2887,Reg,Inside,ClearCr,1Fam,1Story,6,5,1996,1997,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,Gd,GLQ,1003,288,1291,Ex,Y,SBrkr,1291,1291,1,1,0,2,1,Gd,6,Attchd,Unf,2,431,TA,TA,Y,11,2008,WD,Normal,173000
20,RL,11248,IR1,Corner,CollgCr,1Fam,1Story,9,5,2002,2002,Hip,VinylSd,VinylSd,Stone,215,Gd,TA,PConc,Gd,GLQ,1059,567,1626,Ex,Y,SBrkr,1668,1668,1,2,0,3,1,Gd,7,Attchd,Fin,3,702,TA,TA,Y,7,2007,WD,Normal,285000
60,RL,16770,IR2,CulDSac,NoRidge,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,30,Gd,TA,PConc,Gd,Unf,0,1195,1195,Gd,Y,SBrkr,1195,1839,0,2,1,4,1,TA,7,Attchd,Fin,2,486,TA,TA,Y,6,2010,WD,Normal,221000
160,RL,5062,IR1,CulDSac,StoneBr,TwnhsE,2Story,7,5,1984,1984,Gable,HdBoard,HdBoard,None,0,Gd,TA,CBlock,Gd,GLQ,828,180,1190,Gd,Y,SBrkr,1190,2090,1,2,0,3,1,Gd,6,Attchd,Fin,2,577,TA,TA,Y,9,2007,WD,Normal,207500
60,FV,10207,Reg,Inside,Somerst,1Fam,2Story,7,6,2007,2007,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Unf,0,874,874,Ex,Y,SBrkr,874,1761,0,3,0,3,1,Gd,7,Attchd,Fin,2,578,TA,TA,Y,8,2007,New,Partial,227875
160,FV,5105,IR2,FR2,Somerst,TwnhsE,2Story,7,5,2004,2004,Gable,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,GLQ,239,312,551,Ex,Y,SBrkr,551,1102,0,2,1,2,1,Gd,4,Detchd,Unf,2,480,TA,TA,Y,3,2007,WD,Normal,148800
20,RL,8089,Reg,Inside,StoneBr,1Fam,1Story,8,6,2007,2007,Gable,MetalSd,MetalSd,BrkFace,0,Gd,TA,PConc,Gd,GLQ,945,474,1419,Ex,Y,SBrkr,1419,1419,1,2,0,2,1,Gd,7,Attchd,RFn,2,567,TA,TA,Y,10,2007,New,Partial,392000
120,RL,7577,IR1,Corner,NridgHt,TwnhsE,1Story,6,5,2005,2006,Gable,VinylSd,VinylSd,Stone,256,Gd,TA,PConc,Gd,ALQ,20,1342,1362,Ex,Y,SBrkr,1362,1362,0,2,0,2,1,Gd,6,Attchd,RFn,2,460,TA,TA,Y,6,2007,WD,Normal,194700
120,RM,4426,Reg,Inside,CollgCr,TwnhsE,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,147,Gd,TA,PConc,Gd,GLQ,697,151,848,Ex,Y,SBrkr,848,848,1,1,0,1,1,Gd,3,Attchd,RFn,2,420,TA,TA,Y,5,2008,WD,Normal,141000
60,RL,21535,IR1,Corner,NoRidge,1Fam,2Story,10,6,1994,1995,Gable,HdBoard,HdBoard,BrkFace,1170,Ex,TA,PConc,Ex,GLQ,1455,989,2444,Ex,Y,SBrkr,2444,4316,0,3,1,4,1,Ex,10,Attchd,Fin,3,832,TA,TA,Y,1,2007,WD,Normal,755000
60,RL,26178,IR1,Inside,Timber,1Fam,2Story,7,5,1989,1990,Hip,MetalSd,MetalSd,BrkFace,293,Gd,TA,PConc,Gd,GLQ,965,245,1210,Ex,Y,SBrkr,1238,2519,1,2,1,4,1,Gd,9,Attchd,RFn,2,628,TA,TA,Y,4,2006,WD,Normal,335000
30,RL,5400,Reg,Corner,OldTown,1Fam,1Story,5,6,1921,1968,Gable,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,Unf,0,1073,1073,Ex,Y,SBrkr,1073,1073,0,1,0,2,1,TA,4,Detchd,Unf,1,326,TA,TA,Y,12,2006,WD,Abnorml,108480
50,RM,6120,Reg,Corner,BrkSide,1Fam,1.5Fin,5,6,1936,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,Fa,BrkTil,TA,Unf,0,927,927,TA,Y,SBrkr,1067,1539,0,1,1,3,1,TA,5,Detchd,Unf,2,576,TA,TA,Y,4,2009,WD,Normal,141500
20,RL,13811,IR1,Inside,Timber,1Fam,1Story,6,6,1987,1987,Gable,HdBoard,HdBoard,BrkFace,72,TA,TA,CBlock,Gd,GLQ,980,92,1112,Gd,Y,SBrkr,1137,1137,1,2,0,2,1,Gd,5,Attchd,Unf,2,551,TA,TA,Y,7,2006,WD,Normal,176000
30,RM,6000,Reg,Inside,BrkSide,1Fam,1Story,5,7,1921,1950,Gable,Wd Sdng,Wd Shng,None,0,TA,TA,CBlock,TA,LwQ,616,0,616,Gd,Y,SBrkr,616,616,0,1,0,2,1,TA,4,Detchd,Unf,1,205,TA,TA,Y,6,2006,WD,Normal,89000
20,RL,6420,IR1,Inside,Edwards,1Fam,1Story,5,7,1952,1952,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,Ex,LwQ,210,219,980,Fa,Y,FuseA,1148,1148,0,1,0,2,1,TA,6,Detchd,Unf,1,308,TA,TA,Y,9,2006,WD,Normal,123500
20,RL,8450,Reg,Inside,Sawyer,1Fam,1Story,5,8,1965,2009,Gable,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,GLQ,553,224,894,Ex,Y,SBrkr,894,894,1,1,0,3,1,TA,5,Detchd,Unf,1,336,TA,TA,Y,4,2010,WD,Normal,138500
120,FV,4282,IR2,Inside,Somerst,TwnhsE,1Story,7,5,2004,2004,Gable,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,GLQ,16,1375,1391,Ex,Y,SBrkr,1391,1391,0,2,0,2,1,Gd,5,Attchd,RFn,2,530,TA,TA,Y,7,2008,WD,Normal,196000
20,RL,14331,Reg,Inside,Timber,1Fam,1Story,8,5,2002,2002,Hip,VinylSd,VinylSd,BrkFace,630,Gd,TA,PConc,Ex,GLQ,1274,526,1800,Ex,Y,SBrkr,1800,1800,1,2,0,3,1,Gd,7,Attchd,Fin,3,765,TA,TA,Y,5,2006,WD,Normal,312500
20,RL,9600,Reg,Inside,NWAmes,1Fam,1Story,7,5,1969,1969,Hip,HdBoard,HdBoard,BrkFace,168,TA,TA,CBlock,TA,Unf,0,1164,1164,TA,Y,SBrkr,1164,1164,0,1,1,3,1,TA,6,Attchd,Unf,2,528,TA,TA,Y,7,2006,COD,Normal,140000
60,RL,12438,IR1,Inside,StoneBr,1Fam,2Story,8,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,466,Ex,TA,PConc,Ex,Unf,0,1234,1234,Ex,Y,SBrkr,1264,2576,0,2,1,4,1,Ex,10,BuiltIn,Fin,3,666,TA,TA,Y,7,2006,New,Partial,361919
190,RM,7630,Reg,Inside,OldTown,2fmCon,2Story,5,9,1900,1996,Gable,Wd Sdng,Wd Sdng,None,0,TA,Gd,BrkTil,Gd,Unf,0,360,360,Gd,Y,SBrkr,1032,1812,0,2,0,4,2,Gd,8,Detchd,Unf,2,672,TA,TA,N,5,2010,WD,Normal,140000
20,RL,8400,Reg,Inside,CollgCr,1Fam,1Story,7,5,2004,2005,Gable,VinylSd,VinylSd,BrkFace,109,Gd,TA,PConc,Gd,GLQ,712,761,1473,Ex,Y,SBrkr,1484,1484,1,2,0,3,1,Gd,7,Attchd,RFn,2,606,TA,TA,Y,5,2010,WD,Normal,213000
20,RL,115149,IR2,CulDSac,ClearCr,1Fam,1Story,7,5,1971,2002,Gable,Plywood,Plywood,Stone,351,TA,TA,CBlock,Gd,GLQ,1219,424,1643,TA,Y,SBrkr,1824,1824,1,2,0,2,1,Gd,5,Attchd,Unf,2,739,TA,TA,Y,6,2007,WD,Normal,302000
120,RL,6240,Reg,Inside,NridgHt,TwnhsE,1Story,8,5,2006,2006,Hip,MetalSd,MetalSd,BrkFace,176,Gd,TA,PConc,Gd,GLQ,863,461,1324,Ex,Y,SBrkr,1324,1324,1,2,0,2,1,Gd,6,Attchd,Fin,2,550,TA,TA,Y,12,2009,WD,Normal,254000
60,RL,9018,IR1,Inside,Gilbert,1Fam,2Story,7,5,2007,2007,Hip,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Unf,0,728,728,Ex,Y,SBrkr,728,1456,0,2,1,3,1,Gd,8,Attchd,Fin,2,400,TA,TA,Y,7,2007,New,Partial,179540
20,RL,7162,IR1,Inside,Sawyer,1Fam,1Story,5,7,1966,1966,Gable,HdBoard,HdBoard,BrkCmn,41,TA,TA,PConc,TA,Unf,0,876,876,TA,Y,SBrkr,904,904,0,1,0,3,1,TA,6,Attchd,Unf,1,408,TA,TA,Y,12,2008,WD,Abnorml,109900
50,C (all),8712,Reg,Inside,IDOTRR,1Fam,1.5Fin,4,7,1900,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,Stone,TA,Unf,0,859,859,Gd,Y,SBrkr,859,1178,0,1,0,2,1,TA,7,Detchd,RFn,1,384,TA,TA,N,1,2010,WD,Abnorml,102776
120,RL,4671,IR1,Inside,StoneBr,TwnhsE,1Story,8,5,1988,1989,Gable,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,GLQ,767,461,1228,Gd,Y,SBrkr,1228,1228,1,2,0,2,1,Gd,5,Attchd,Fin,2,472,TA,TA,Y,10,2008,WD,Normal,189000
190,RL,9873,Reg,Inside,BrkSide,2fmCon,1Story,4,5,1970,1970,Gable,HdBoard,HdBoard,BrkFace,160,TA,TA,CBlock,TA,ALQ,789,171,960,TA,N,SBrkr,960,960,1,1,0,3,1,TA,6,Detchd,Unf,2,576,TA,TA,Y,5,2006,WD,Normal,129000
60,RL,13517,IR1,CulDSac,Sawyer,1Fam,2Story,6,8,1976,2005,Gable,HdBoard,Plywood,BrkFace,289,Gd,TA,CBlock,TA,GLQ,533,192,725,Ex,Y,SBrkr,725,1479,0,2,1,3,1,Gd,6,Attchd,RFn,2,475,TA,TA,Y,3,2010,WD,Normal,130500
20,RL,10140,Reg,Inside,NWAmes,1Fam,1Story,6,5,1974,1974,Hip,HdBoard,HdBoard,BrkFace,174,TA,TA,CBlock,Gd,Unf,0,1064,1064,TA,Y,SBrkr,1350,1350,0,2,0,3,1,TA,7,Attchd,RFn,2,478,TA,TA,Y,8,2009,WD,Normal,165000
70,RM,10800,Reg,Inside,OldTown,1Fam,2Story,7,8,1890,1998,Gable,Wd Sdng,VinylSd,None,0,TA,Gd,BrkTil,TA,Unf,0,718,718,Ex,Y,SBrkr,1576,2554,0,1,1,3,1,TA,8,Detchd,Unf,2,704,TA,TA,P,7,2007,WD,Normal,159500
20,RL,10000,Reg,Inside,NWAmes,1Fam,1Story,5,6,1973,2000,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,BLQ,1084,92,1176,Gd,Y,SBrkr,1178,1178,0,1,1,3,1,Gd,5,Attchd,Unf,2,439,TA,TA,Y,11,2008,WD,Normal,157000
60,RL,10542,Reg,Inside,NoRidge,1Fam,2Story,7,5,1993,1994,Hip,Wd Sdng,ImStucc,BrkFace,651,Gd,TA,PConc,Gd,GLQ,1173,138,1311,Ex,Y,SBrkr,1325,2418,1,2,1,3,1,Gd,9,Attchd,RFn,3,983,TA,TA,Y,8,2008,WD,Normal,341000
20,RL,9920,IR1,Inside,CollgCr,1Fam,1Story,5,6,1969,1969,Gable,HdBoard,Plywood,None,0,TA,TA,CBlock,Gd,ALQ,523,448,971,TA,Y,SBrkr,971,971,0,1,1,3,1,TA,5,Attchd,Unf,1,300,TA,TA,Y,5,2006,WD,Normal,128500
120,RL,6563,IR1,CulDSac,StoneBr,1Fam,1Story,8,5,1985,1985,Gable,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,GLQ,1148,594,1742,TA,Y,SBrkr,1742,1742,1,2,0,2,1,Gd,5,Attchd,RFn,2,564,TA,TA,Y,12,2006,WD,Normal,275000
120,RM,4426,Reg,Inside,CollgCr,TwnhsE,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,169,Gd,TA,PConc,Gd,GLQ,662,186,848,Ex,Y,SBrkr,848,848,1,1,0,1,1,Gd,3,Attchd,RFn,2,420,TA,TA,Y,5,2010,WD,Normal,143000
20,RL,8120,Reg,Inside,NAmes,1Fam,1Story,4,7,1970,1970,Gable,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,ALQ,191,673,864,Ex,Y,SBrkr,864,864,0,1,0,3,1,TA,5,Detchd,Unf,2,463,TA,TA,Y,7,2009,WD,Normal,124500
50,RL,8172,Reg,Inside,Edwards,1Fam,1.5Fin,4,6,1954,1972,Gable,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,Unf,0,941,941,Ex,Y,SBrkr,997,1470,0,2,0,4,1,TA,7,Detchd,Unf,1,548,TA,TA,Y,5,2008,WD,Normal,135000
20,RL,13286,IR1,Inside,Edwards,1Fam,1Story,9,5,2007,2008,Hip,CemntBd,CmentBd,Stone,340,Ex,TA,PConc,Ex,GLQ,1234,464,1698,Ex,Y,SBrkr,1698,1698,1,2,0,3,1,Ex,8,Attchd,Fin,3,768,TA,TA,Y,2,2009,WD,Normal,320000
20,RL,6960,Reg,Inside,NAmes,1Fam,1Story,4,6,1970,1970,Gable,HdBoard,Plywood,None,0,TA,TA,CBlock,TA,ALQ,375,250,864,TA,Y,SBrkr,864,864,0,1,0,3,1,Gd,5,Detchd,Unf,2,660,TA,TA,Y,11,2009,WD,Normal,120500
20,RL,21695,IR1,Corner,Crawfor,1Fam,1Story,6,9,1988,2007,Hip,Wd Sdng,Plywood,BrkFace,260,Gd,Gd,CBlock,Gd,GLQ,808,72,880,Ex,Y,SBrkr,1680,1680,1,2,0,3,1,Gd,5,Attchd,Fin,2,540,TA,TA,Y,12,2009,WD,Normal,222000
20,RL,7314,Reg,Inside,CollgCr,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,Stone,82,Gd,TA,PConc,Gd,GLQ,724,508,1232,Ex,Y,SBrkr,1232,1232,1,2,0,2,1,Gd,6,Attchd,RFn,2,632,TA,TA,Y,2,2009,WD,Normal,194500
90,RL,11475,Reg,Corner,NAmes,Duplex,1Story,5,5,1958,1958,Gable,VinylSd,VinylSd,BrkFace,95,TA,TA,CBlock,TA,Unf,0,1584,1584,TA,Y,SBrkr,1776,1776,1,2,0,4,2,TA,9,Detchd,Unf,3,888,TA,TA,Y,7,2009,COD,Abnorml,110000
30,RM,6240,Reg,Inside,IDOTRR,1Fam,1.5Fin,4,5,1925,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,BLQ,152,628,780,TA,Y,FuseA,848,1208,0,1,0,2,1,TA,5,Detchd,Unf,2,539,TA,TA,Y,1,2009,WD,Normal,103000
120,RL,5389,IR1,Inside,StoneBr,TwnhsE,1Story,8,5,1995,1996,Gable,CemntBd,CmentBd,None,0,Gd,TA,PConc,Gd,GLQ,1180,415,1595,Ex,Y,SBrkr,1616,1616,1,2,0,2,1,Gd,5,Attchd,RFn,2,608,TA,TA,Y,3,2010,WD,Normal,236500
80,RL,9590,IR1,Corner,Timber,1Fam,SLvl,7,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,442,Gd,TA,PConc,Ex,GLQ,786,82,868,Ex,Y,SBrkr,1146,1146,1,2,0,3,1,Gd,6,Attchd,Fin,2,438,TA,TA,Y,5,2007,WD,Normal,187500
60,RL,11404,IR1,Inside,CollgCr,1Fam,2Story,7,5,1998,1999,Gable,VinylSd,VinylSd,BrkFace,202,Gd,TA,PConc,Gd,ALQ,252,901,1153,Ex,Y,SBrkr,1153,2031,0,2,1,3,1,Gd,8,Attchd,Fin,2,541,TA,TA,Y,7,2008,WD,Normal,222500
20,RL,10000,Reg,Corner,Sawyer,1Fam,1Story,5,6,1961,1983,Hip,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,BLQ,594,270,864,Ex,Y,SBrkr,1144,1144,1,1,0,3,1,TA,6,Attchd,RFn,1,264,TA,TA,Y,3,2009,WD,Normal,131400
20,RL,8978,IR1,Corner,Sawyer,1Fam,1Story,5,5,1968,1968,Gable,Plywood,Plywood,None,0,TA,TA,PConc,TA,Unf,0,948,948,TA,Y,SBrkr,948,948,0,1,0,3,1,TA,6,Attchd,Unf,1,300,TA,TA,Y,5,2007,WD,Family,108000
75,RM,10800,Reg,Inside,OldTown,1Fam,2.5Unf,7,7,1914,1970,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,Gd,Rec,390,490,880,Fa,N,SBrkr,880,1768,0,1,1,2,1,TA,6,Detchd,Unf,2,320,TA,TA,N,10,2006,WD,Normal,163000
60,RL,10463,IR1,CulDSac,Gilbert,1Fam,2Story,8,5,2005,2005,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Unf,0,893,893,Ex,Y,SBrkr,901,1801,0,2,1,3,1,Gd,8,Attchd,Fin,3,800,TA,TA,Y,6,2006,WD,Normal,239900
60,RL,9313,IR1,Inside,CollgCr,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Unf,0,864,864,Ex,Y,SBrkr,864,1728,0,2,1,3,1,Gd,7,Attchd,RFn,2,572,TA,TA,Y,4,2009,WD,Normal,190000
70,RM,9600,Reg,Inside,OldTown,1Fam,2Story,5,7,1910,2002,Gable,Wd Sdng,Wd Shng,None,0,TA,Gd,BrkTil,Fa,Unf,0,264,264,Ex,Y,SBrkr,768,1432,0,2,0,2,1,TA,7,Detchd,Unf,2,360,TA,Gd,Y,5,2007,WD,Abnorml,132000
20,RL,6768,IR1,Inside,Sawyer,1Fam,1Story,6,8,1961,1996,Hip,HdBoard,HdBoard,None,0,TA,Gd,CBlock,TA,GLQ,832,80,912,Gd,Y,SBrkr,912,912,1,1,0,3,1,Gd,5,Detchd,Unf,1,288,TA,TA,Y,5,2008,WD,Normal,142000
20,RL,8450,Reg,Inside,SawyerW,1Fam,1Story,7,5,2000,2001,Gable,VinylSd,VinylSd,BrkFace,108,TA,TA,PConc,Gd,Unf,0,1349,1349,Ex,Y,SBrkr,1349,1349,0,2,0,3,1,TA,6,Attchd,Unf,2,539,TA,TA,Y,12,2007,WD,Normal,179000
80,RL,12886,IR1,Inside,Sawyer,1Fam,SLvl,5,6,1963,1999,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,ALQ,444,76,520,Ex,Y,SBrkr,1464,1464,0,2,0,3,1,TA,6,Attchd,RFn,2,480,TA,TA,Y,10,2009,WD,Normal,175000
120,RL,5395,IR1,Inside,StoneBr,TwnhsE,1Story,8,5,1993,1993,Gable,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,GLQ,733,604,1337,Gd,Y,SBrkr,1337,1337,1,2,0,2,1,Gd,5,Attchd,RFn,2,462,TA,TA,Y,10,2008,WD,Normal,180000
60,RL,8963,IR1,Inside,NWAmes,1Fam,2Story,8,9,1976,1996,Hip,VinylSd,VinylSd,BrkFace,289,Ex,Gd,CBlock,TA,GLQ,575,487,1142,Ex,Y,SBrkr,1175,2715,0,3,1,4,1,Gd,11,BuiltIn,Fin,2,831,TA,TA,Y,7,2008,WD,Normal,299800
60,RL,8795,IR1,Inside,Gilbert,1Fam,2Story,7,5,2000,2000,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,GLQ,300,652,952,Ex,Y,SBrkr,980,2256,0,2,1,4,1,Gd,8,BuiltIn,Fin,2,554,TA,TA,Y,4,2009,WD,Normal,236000
70,RM,11700,IR1,Corner,OldTown,1Fam,2Story,7,7,1880,2003,Mansard,Stucco,Stucco,None,0,Gd,TA,Stone,TA,Unf,0,1240,1240,TA,N,SBrkr,1320,2640,0,1,1,4,1,Gd,8,Detchd,Unf,4,864,TA,TA,N,5,2009,WD,Normal,265979
20,RL,10593,IR1,Inside,NoRidge,1Fam,1Story,7,5,1996,1996,Hip,VinylSd,VinylSd,BrkFace,338,Gd,TA,PConc,Gd,GLQ,919,801,1720,Ex,Y,SBrkr,1720,1720,1,2,0,3,1,Gd,7,Attchd,Fin,2,527,TA,TA,Y,3,2010,WD,Normal,260400
60,RL,7750,Reg,Inside,Gilbert,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Unf,0,660,660,Ex,Y,SBrkr,660,1320,0,2,1,3,1,Gd,6,Attchd,Fin,2,400,TA,TA,Y,8,2007,WD,Normal,162000
20,RL,9236,IR1,Inside,CollgCr,1Fam,1Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,0,TA,Gd,PConc,Gd,GLQ,1200,279,1479,Ex,Y,SBrkr,1494,1494,1,2,0,3,1,Gd,6,Attchd,RFn,2,576,TA,TA,Y,7,2006,WD,Normal,217000
60,RL,10240,Reg,Inside,NridgHt,1Fam,2Story,8,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,178,Gd,TA,PConc,Gd,Unf,0,1030,1030,Gd,Y,SBrkr,1038,2098,0,2,1,3,1,Ex,8,Attchd,RFn,3,878,TA,TA,Y,3,2006,WD,Normal,275500
20,RL,7930,Reg,Inside,NAmes,1Fam,1Story,6,8,1969,2005,Gable,Plywood,Plywood,None,0,TA,TA,CBlock,TA,GLQ,439,115,1026,Gd,Y,SBrkr,1026,1026,1,1,0,3,1,Gd,5,Detchd,RFn,2,440,TA,TA,Y,7,2009,WD,Normal,156000
160,FV,3230,Reg,Inside,Somerst,TwnhsE,2Story,6,5,1999,1999,Gable,MetalSd,MetalSd,BrkFace,894,TA,TA,PConc,Gd,GLQ,381,348,729,Gd,Y,SBrkr,742,1471,0,2,1,3,1,TA,6,Detchd,Unf,2,440,TA,TA,Y,3,2009,WD,Normal,172500
60,RL,10769,IR1,Inside,CollgCr,1Fam,2Story,8,5,2007,2007,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,GLQ,20,846,866,Ex,Y,SBrkr,866,1768,0,2,1,3,1,Gd,7,Attchd,RFn,2,578,TA,TA,Y,4,2009,WD,Normal,212000
60,RL,11616,IR1,CulDSac,Sawyer,1Fam,2Story,6,5,1978,1978,Hip,HdBoard,HdBoard,BrkCmn,328,TA,TA,CBlock,TA,Rec,438,234,672,TA,Y,SBrkr,672,1386,0,2,1,3,1,TA,6,Attchd,Fin,2,440,TA,TA,Y,4,2010,WD,Abnorml,158900
160,FV,2280,Reg,Inside,Somerst,Twnhs,2Story,7,5,1999,1999,Gable,MetalSd,MetalSd,BrkFace,360,TA,TA,PConc,Gd,ALQ,549,195,744,Gd,Y,SBrkr,757,1501,0,2,1,3,1,TA,6,Detchd,Unf,2,440,TA,TA,Y,8,2008,WD,Normal,179400
60,RL,12257,IR1,Inside,NoRidge,1Fam,2Story,8,5,1995,1995,Gable,VinylSd,VinylSd,BrkFace,513,Gd,TA,PConc,Gd,LwQ,56,1198,1318,Ex,Y,SBrkr,1328,2531,0,2,1,4,1,Gd,9,Attchd,RFn,3,752,TA,TA,Y,11,2007,WD,Normal,290000
20,RL,9100,Reg,Inside,NAmes,1Fam,1Story,6,6,1959,1959,Hip,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,Rec,612,252,864,Ex,Y,SBrkr,864,864,0,1,0,2,1,TA,5,Detchd,Unf,1,300,Ex,Ex,Y,10,2009,WD,Normal,127500
30,RM,6911,Reg,FR2,BrkSide,1Fam,1Story,5,5,1924,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,LwQ,405,740,1145,TA,Y,SBrkr,1301,1301,0,1,0,2,1,Fa,5,Detchd,Unf,2,440,TA,TA,Y,10,2009,WD,Normal,100000
60,FV,8640,Reg,Inside,Somerst,1Fam,2Story,7,5,2009,2009,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,GLQ,24,732,756,Ex,Y,SBrkr,764,1547,0,2,1,3,1,Gd,7,Attchd,Unf,2,614,TA,TA,Y,6,2010,Con,Normal,215200
