MSSubClass,MSZoning,LotArea,LotShape,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,SalePrice
120,RL,3182,Reg,Inside,Blmngtn,TwnhsE,1Story,7,5,160200
80,RL,11333,IR1,Corner,Mitchel,1Fam,SLvl,6,5,146800
60,RL,9920,IR1,CulDSac,NoRidge,1Fam,2Story,7,5,269790
20,RL,9158,Reg,Inside,Somerst,1Fam,1Story,8,5,225000
60,RL,10832,IR1,Corner,Gilbert,1Fam,2Story,7,5,194500
60,RL,8400,Reg,Inside,SawyerW,1Fam,2Story,6,6,171000
20,RL,8197,Reg,Inside,Sawyer,1Fam,1Story,6,5,143500
20,RL,7677,Reg,Inside,NAmes,1Fam,1Story,5,5,110000
60,RL,13518,Reg,Inside,NridgHt,1Fam,2Story,9,5,485000
50,RL,7200,Reg,Corner,SWISU,1Fam,1.5Fin,5,7,175000
60,RL,12798,IR1,Inside,ClearCr,1Fam,2Story,6,5,200000
30,RM,4800,Reg,Inside,IDOTRR,1Fam,1Story,4,7,109900
60,RL,8199,Reg,Inside,CollgCr,1Fam,2Story,7,5,189000
60,RL,13891,Reg,Inside,NridgHt,1Fam,2Story,9,5,582933
20,RL,9000,Reg,Inside,NAmes,1Fam,1Story,5,5,118000
20,RL,12274,IR1,FR2,Somerst,1Fam,1Story,7,5,227680
80,RL,9750,Reg,Inside,NAmes,1Fam,SLvl,5,5,135500
70,RL,21384,Reg,Inside,BrkSide,1Fam,2Story,5,6,223500
80,RL,13400,Reg,Inside,NAmes,1Fam,SLvl,5,5,159950
75,RM,8100,Reg,Corner,OldTown,1Fam,2.5Unf,5,5,106000
20,RL,10140,Reg,Inside,NWAmes,1Fam,1Story,6,6,181000
120,RM,4438,Reg,Inside,CollgCr,TwnhsE,1Story,6,5,144500
20,C (all),8712,Reg,Inside,IDOTRR,1Fam,1Story,5,5,55993
20,RL,9750,Reg,Inside,NAmes,1Fam,1Story,6,6,157900
50,RL,8248,Reg,Inside,Edwards,1Fam,1.5Fin,5,7,116000
20,RL,12137,IR2,CulDSac,CollgCr,1Fam,1Story,7,5,224900
20,RL,11425,IR1,Corner,NAmes,1Fam,1Story,5,6,137000
20,RL,13265,IR1,CulDSac,Mitchel,1Fam,1Story,8,5,271000
80,RL,8816,Reg,Inside,ClearCr,1Fam,SLvl,6,7,155000
120,RL,6371,IR1,Inside,NridgHt,TwnhsE,1Story,7,5,224000
60,RL,7226,IR1,CulDSac,CollgCr,1Fam,2Story,7,5,183000
20,RM,6000,Reg,Inside,OldTown,2fmCon,1Story,4,4,93000
60,RL,12394,IR1,Corner,Gilbert,1Fam,2Story,7,5,225000
50,RL,9900,Reg,Inside,SWISU,1Fam,1.5Fin,6,7,139500
20,FV,11216,Reg,Inside,Somerst,1Fam,1Story,8,5,232600
20,RL,14803,Reg,Inside,NridgHt,1Fam,1Story,10,5,385000
20,RL,8529,IR1,Inside,SawyerW,1Fam,1Story,7,5,189000
60,RL,28698,IR2,CulDSac,ClearCr,1Fam,2Story,5,5,185000
160,FV,2544,Reg,Inside,Somerst,Twnhs,2Story,7,5,147400
20,RL,11900,IR1,Corner,NAmes,1Fam,1Story,6,5,166000
160,FV,3180,Reg,Inside,Somerst,TwnhsE,2Story,7,5,151000
60,RL,9548,IR1,CulDSac,CollgCr,1Fam,2Story,7,6,237000
20,RL,10004,Reg,Inside,NAmes,1Fam,1Story,6,6,167000
20,RL,7875,Reg,Inside,NAmes,1Fam,1Story,5,6,139950
20,RL,9600,Reg,Inside,Sawyer,1Fam,1Story,4,7,128000
30,RM,8100,Reg,Inside,OldTown,1Fam,1Story,5,6,153500
160,RM,1680,Reg,Inside,BrDale,Twnhs,2Story,6,5,100000
20,RL,9525,Reg,Inside,CollgCr,1Fam,1Story,5,6,144000
50,RL,11767,Reg,Inside,Edwards,1Fam,1.5Fin,5,6,130500
70,RH,12155,IR1,Inside,SWISU,1Fam,2Story,6,8,140000
70,RM,10440,Reg,Inside,OldTown,1Fam,2Story,5,8,157500
80,RL,9020,Reg,Inside,NAmes,1Fam,SLvl,6,7,174900
50,RM,12665,IR1,Inside,OldTown,1Fam,1.5Fin,5,8,153900
85,RL,16647,IR1,CulDSac,Sawyer,1Fam,SFoyer,5,5,171000
60,RL,9317,Reg,Inside,SawyerW,1Fam,2Story,7,5,213000
20,RL,15523,IR1,CulDSac,CollgCr,1Fam,1Story,5,6,133500
50,RL,45600,IR2,Inside,ClearCr,1Fam,1.5Fin,6,8,240000
80,RL,9600,Reg,FR2,Veenker,1Fam,SLvl,6,7,187000
120,RM,4435,Reg,Inside,CollgCr,TwnhsE,1Story,6,5,131500
120,RL,3196,Reg,Inside,Blmngtn,TwnhsE,1Story,8,5,215000
75,RL,7128,Reg,Inside,Crawfor,1Fam,2.5Unf,7,5,164000
80,RL,12095,IR1,Corner,NAmes,1Fam,SLvl,6,6,158000
20,RL,17920,Reg,Inside,Sawyer,1Fam,1Story,5,4,170000
20,RL,6897,IR1,Corner,Sawyer,1Fam,1Story,5,8,127000
80,RL,10970,IR1,Inside,CollgCr,1Fam,SLvl,6,6,147000
60,RL,8125,Reg,Inside,Gilbert,1Fam,2Story,6,5,174000
20,RL,10400,Reg,Inside,NWAmes,1Fam,1Story,7,5,152000
60,RL,11029,IR1,Corner,NWAmes,1Fam,2Story,6,7,250000
50,RL,7642,Reg,Corner,Crawfor,1Fam,1.5Fin,7,8,189950
190,RL,11625,Reg,Inside,Sawyer,2fmCon,1Story,5,4,131500
20,RL,9672,Reg,Corner,SawyerW,1Fam,1Story,6,5,152000
20,RL,7931,Reg,Inside,NAmes,1Fam,1Story,5,5,132500
20,FV,8640,Reg,Inside,Somerst,1Fam,1Story,7,5,250580
20,RL,8750,IR1,Inside,NAmes,1Fam,1Story,5,6,148500
20,RL,10656,IR1,Inside,Timber,1Fam,1Story,8,5,248900
20,RL,6970,Reg,Corner,Sawyer,1Fam,1Story,4,5,129000
60,RL,9938,Reg,Inside,SawyerW,1Fam,2Story,7,5,236000
20,RL,6600,Reg,Inside,NAmes,1Fam,1Story,5,5,109500
60,RL,8750,Reg,Inside,CollgCr,1Fam,2Story,6,5,200500
20,RL,8892,Reg,Corner,NAmes,1Fam,1Story,5,7,116000
40,RL,12144,Reg,Inside,NAmes,1Fam,1Story,5,7,133000
50,RM,5720,Reg,Inside,OldTown,1Fam,1.5Fin,5,6,66500
60,FV,9000,Reg,Inside,Somerst,1Fam,2Story,8,5,303477
20,RL,25286,Reg,Inside,Mitchel,1Fam,1Story,4,5,132250
60,RL,8834,Reg,Inside,NridgHt,1Fam,2Story,9,5,350000
85,RL,11782,IR1,Inside,Sawyer,1Fam,SFoyer,5,7,148000
20,RL,7000,IR1,CulDSac,CollgCr,1Fam,1Story,5,8,136500
20,RL,7024,Reg,Inside,Edwards,1Fam,1Story,5,5,157000
50,RL,13758,IR1,CulDSac,Timber,1Fam,1.5Fin,7,5,187500
60,RL,9636,IR1,Corner,Gilbert,1Fam,2Story,6,5,178000
75,RL,6204,Reg,Inside,SWISU,1Fam,2.5Fin,4,5,118500
20,RL,7150,Reg,Inside,NAmes,1Fam,1Story,5,5,100000
120,FV,5119,IR1,CulDSac,Somerst,TwnhsE,1Story,9,5,328900
90,RL,8393,Reg,Corner,NAmes,Duplex,1Story,5,5,145000
50,RL,16466,IR1,Inside,Edwards,1Fam,1.5Fin,5,7,135500
20,RL,15865,IR1,Inside,NAmes,1Fam,1Story,8,6,268000
20,RL,12160,Reg,Inside,NAmes,1Fam,1Story,6,4,149500
50,RL,8064,Reg,Corner,NAmes,1Fam,1.5Fin,5,7,122900
60,RL,11184,Reg,Inside,Sawyer,1Fam,2Story,6,5,172500
20,RL,8414,Reg,Inside,Sawyer,1Fam,1Story,6,8,154500
20,RL,13284,Reg,Inside,Sawyer,1Fam,1Story,5,5,165000
60,RL,7056,Reg,Inside,NAmes,1Fam,2Story,6,5,140000
30,RM,8765,Reg,Inside,IDOTRR,1Fam,1Story,4,6,106500
20,RL,12919,IR1,Inside,NridgHt,1Fam,1Story,9,5,611657
20,RL,6993,Reg,Inside,Sawyer,1Fam,1Story,5,7,135000
20,RL,7340,IR1,Inside,NAmes,1Fam,1Story,4,6,110000
20,RL,8712,IR1,Inside,NAmes,1Fam,1Story,5,7,153000
60,RL,7875,Reg,Inside,Gilbert,1Fam,2Story,7,5,180000
20,RL,14859,IR1,CulDSac,Gilbert,1Fam,1Story,7,5,240000
20,RL,6173,IR1,Inside,Sawyer,1Fam,1Story,5,6,125500
20,RL,9920,Reg,Inside,NAmes,1Fam,1Story,5,5,128000
20,RL,13501,IR1,Corner,Somerst,1Fam,1Story,8,5,255000
50,RL,11500,IR1,Inside,Crawfor,1Fam,1.5Fin,7,7,250000
20,RL,8885,IR1,Inside,Mitchel,1Fam,1Story,5,5,131000
60,RL,12589,IR2,Inside,Gilbert,1Fam,2Story,6,5,174000
90,RL,11600,Reg,Corner,NAmes,Duplex,2Story,5,5,154300
20,RL,9286,IR1,CulDSac,CollgCr,1Fam,1Story,5,7,143500
30,RM,6120,Reg,Inside,BrkSide,1Fam,1Story,5,7,88000
90,RH,6270,Reg,Inside,Crawfor,Duplex,2Story,5,6,145000
160,FV,3000,Reg,Inside,Somerst,TwnhsE,2Story,6,5,173733
160,RM,2001,Reg,Inside,MeadowV,Twnhs,2Story,4,5,75000
20,C (all),9000,Reg,Inside,IDOTRR,1Fam,1Story,2,3,35311
20,RL,17140,Reg,Inside,Edwards,1Fam,1Story,4,6,135000
60,RL,13125,IR1,Corner,SawyerW,1Fam,2Story,7,5,238000
20,RL,11029,IR1,Corner,NAmes,1Fam,1Story,6,8,176500
60,RL,8462,IR1,Inside,SawyerW,1Fam,2Story,6,5,201000
20,RL,10237,Reg,Inside,Gilbert,1Fam,1Story,6,5,169990
120,RL,8012,Reg,Inside,SawyerW,TwnhsE,1Story,6,5,193000
20,RL,10240,Reg,Inside,NWAmes,1Fam,1Story,6,6,207500
20,RL,15611,IR1,Corner,NWAmes,1Fam,1Story,5,6,175000
60,RL,11999,Reg,Inside,NridgHt,1Fam,2Story,8,5,285000
60,RL,9900,Reg,Inside,NWAmes,1Fam,2Story,7,5,176000
20,RL,11838,Reg,Inside,CollgCr,1Fam,1Story,8,5,236500
60,RL,13006,IR1,Corner,Gilbert,1Fam,2Story,7,5,222000
20,RL,8925,IR1,Inside,Timber,1Fam,1Story,8,5,201000
20,RL,9100,Reg,Inside,NAmes,1Fam,1Story,5,6,117500
20,RL,11670,IR1,Corner,Somerst,1Fam,1Story,9,5,320000
20,RL,8487,Reg,FR2,CollgCr,1Fam,1Story,7,5,190000
20,RL,27650,IR2,Inside,NAmes,1Fam,1Story,7,7,242000
30,RL,5825,IR1,Inside,BrkSide,1Fam,1Story,4,5,79900
60,RL,9675,Reg,Inside,Somerst,1Fam,2Story,7,5,253000
60,RL,8760,Reg,Inside,CollgCr,1Fam,2Story,7,5,239799
70,RL,24090,Reg,Inside,ClearCr,1Fam,2Story,7,7,244400
90,RL,12640,IR1,Inside,Mitchel,Duplex,1Story,6,5,150900
60,RL,8755,IR1,FR2,Gilbert,1Fam,2Story,7,5,214000
90,RL,25000,Reg,Inside,Mitchel,Duplex,1Story,5,4,143000
20,RL,14375,IR1,CulDSac,Timber,1Fam,SLvl,6,6,137500
50,RM,8820,Reg,Corner,OldTown,1Fam,1.5Fin,5,6,124900
80,RL,8163,Reg,Inside,NAmes,1Fam,SLvl,5,6,143000
20,RL,14536,Reg,Inside,Timber,1Fam,1Story,8,5,270000
20,RL,9360,Reg,Inside,NWAmes,1Fam,1Story,6,7,197500
20,RL,7200,Reg,Inside,NAmes,1Fam,1Story,5,8,129000
20,RH,7800,Reg,Corner,SawyerW,1Fam,1Story,5,5,119900
85,RL,7200,Reg,Inside,CollgCr,1Fam,SFoyer,5,8,133900
60,RL,11075,IR1,Inside,Mitchel,1Fam,2Story,5,4,172000
90,RH,7136,IR1,Inside,Crawfor,Duplex,2Story,6,6,145000
160,RM,1300,Reg,Inside,Blueste,TwnhsE,2Story,6,6,124000
20,RL,7420,Reg,Inside,Sawyer,1Fam,1Story,5,5,132000
20,RL,8450,Reg,Inside,CollgCr,1Fam,1Story,7,5,185000
160,FV,2572,Reg,FR2,Somerst,Twnhs,2Story,7,5,155000
60,RL,12227,IR1,Corner,NWAmes,1Fam,2Story,6,7,272000
160,RL,2308,Reg,Corner,NPkVill,TwnhsE,2Story,6,6,155000
20,RL,11923,IR1,Corner,CollgCr,1Fam,1Story,9,5,239000
60,RL,11316,Reg,Corner,Timber,1Fam,2Story,7,5,214900
60,RL,10237,Reg,Inside,Gilbert,1Fam,2Story,6,5,178900
50,RL,9600,IR1,Inside,Crawfor,1Fam,1.5Fin,5,7,160000
20,RL,7390,IR1,Inside,NAmes,1Fam,1Story,5,7,135000
190,RL,10382,Reg,Inside,NAmes,2fmCon,SLvl,6,5,140000
160,RL,2268,Reg,Inside,NridgHt,Twnhs,2Story,7,5,173000
120,RL,7892,Reg,Inside,SawyerW,TwnhsE,1Story,6,5,99500
70,RL,11414,IR1,Corner,BrkSide,1Fam,2Story,7,8,167500
160,FV,2651,Reg,FR2,Somerst,Twnhs,2Story,7,5,165000
20,RL,9450,Reg,Inside,Edwards,1Fam,1Story,4,5,110000
20,RL,8816,Reg,Corner,Sawyer,1Fam,1Story,5,6,139000
85,RL,12122,IR1,Corner,NAmes,1Fam,SFoyer,7,9,178400
60,RL,12203,IR1,Corner,NoRidge,1Fam,2Story,8,5,336000
20,RL,3182,Reg,Inside,Blmngtn,1Fam,1Story,7,5,159895
60,RL,11250,Reg,Corner,CollgCr,1Fam,2Story,8,5,255900
190,RL,10880,Reg,Inside,Edwards,2fmCon,1Story,5,5,125000
50,RM,5310,Reg,Corner,OldTown,1Fam,1.5Fin,6,8,117000
20,RL,10159,IR1,Inside,NridgHt,1Fam,1Story,9,5,395192
60,RL,12046,IR1,Inside,NWAmes,1Fam,2Story,6,6,195000
60,FV,8125,Reg,Inside,Somerst,1Fam,2Story,7,5,197000
60,RL,9452,Reg,Inside,NoRidge,1Fam,2Story,8,5,348000
70,RM,17671,Reg,Corner,OldTown,1Fam,2Story,8,9,168000
60,RL,9760,Reg,Inside,NAmes,1Fam,2Story,6,8,187000
60,RL,8846,Reg,Inside,CollgCr,1Fam,2Story,6,5,173900
20,RL,12456,Reg,FR2,NridgHt,1Fam,1Story,10,5,337500
50,RL,4712,IR1,Inside,BrkSide,1Fam,1.5Fin,4,7,121600
20,RL,10659,IR1,Inside,NAmes,1Fam,1Story,5,6,136500
20,RL,11717,IR1,Inside,NWAmes,1Fam,1Story,6,6,185000
30,RM,9786,Reg,Inside,IDOTRR,1Fam,1Story,3,4,91000
20,RL,6762,Reg,Inside,CollgCr,1Fam,1Story,7,5,206000
30,RL,5400,Reg,Corner,OldTown,1Fam,1Story,5,6,86000
20,RL,11957,IR1,Inside,Somerst,1Fam,1Story,8,5,232000
90,RL,11500,IR1,Corner,NWAmes,Duplex,1Story,5,6,136905
120,RL,3182,Reg,Inside,Blmngtn,TwnhsE,1Story,7,5,181000
80,RL,8385,Reg,Inside,CollgCr,1Fam,SLvl,5,8,149900
20,RL,12155,IR3,Inside,NAmes,1Fam,1Story,6,3,163500
160,RM,2217,Reg,Inside,MeadowV,TwnhsE,2Story,4,4,88000
20,RL,12118,IR1,CulDSac,Mitchel,1Fam,1Story,7,5,240000
50,RL,21286,Reg,Inside,Sawyer,1Fam,1.5Fin,5,5,135000
70,RL,10592,Reg,Inside,Crawfor,1Fam,2Story,6,7,165000
30,RM,7200,Reg,Inside,OldTown,1Fam,1Story,5,4,85000
20,RL,11664,Reg,Inside,NAmes,1Fam,1Story,6,5,119200
60,RL,8400,Reg,Inside,NWAmes,1Fam,2Story,8,6,227000
20,RL,11883,Reg,Inside,CollgCr,1Fam,1Story,7,5,203000
120,RL,5814,IR1,CulDSac,StoneBr,TwnhsE,1Story,8,5,187500
80,RL,10784,IR1,FR2,Gilbert,1Fam,SLvl,7,5,160000
120,RL,3013,Reg,Inside,Blmngtn,TwnhsE,1Story,7,5,213490
20,RL,7024,Reg,Inside,Edwards,1Fam,1Story,4,5,176000
20,RL,7406,Reg,Inside,CollgCr,1Fam,1Story,7,5,194000
50,RM,9439,Reg,Inside,OldTown,1Fam,1.5Fin,5,5,87000
120,RL,3182,Reg,Inside,Blmngtn,TwnhsE,1Story,7,5,191000
20,RL,15498,IR1,Corner,Timber,1Fam,1Story,8,6,287000
20,RL,7700,Reg,Corner,CollgCr,1Fam,1Story,5,5,112500
20,RL,9300,Reg,Inside,NAmes,1Fam,1Story,5,5,167500
20,RL,9520,IR1,Inside,Timber,1Fam,1Story,8,5,293077
50,RL,9492,Reg,Inside,NAmes,1Fam,1.5Fin,5,5,105000
160,RM,1680,Reg,Inside,BrDale,Twnhs,2Story,6,7,118000
75,RL,15863,Reg,Corner,SWISU,1Fam,2.5Fin,7,3,197000
60,RL,14541,IR1,Corner,NoRidge,1Fam,2Story,8,7,310000
20,RL,8125,Reg,Inside,CollgCr,1Fam,1Story,7,5,230000
30,RL,6305,Reg,Inside,Crawfor,1Fam,1Story,5,7,119750
20,RL,12898,IR1,Inside,Timber,1Fam,1Story,9,5,315500
60,RL,9240,Reg,Inside,CollgCr,1Fam,2Story,8,5,287000
180,RM,1477,Reg,Inside,MeadowV,TwnhsE,SFoyer,4,4,80000
20,RL,13125,Reg,Corner,Sawyer,1Fam,1Story,5,4,155000
60,RL,9130,Reg,Inside,NWAmes,1Fam,2Story,6,8,173000
120,RL,5381,IR1,Inside,NridgHt,Twnhs,1Story,6,5,196000
60,RL,11839,Reg,Inside,SawyerW,1Fam,2Story,7,5,262280
20,RL,9600,Reg,Inside,NWAmes,1Fam,1Story,8,5,278000
60,RL,16056,IR1,Inside,StoneBr,1Fam,2Story,9,5,556581
20,RL,9245,IR2,Inside,CollgCr,1Fam,1Story,5,5,145000
20,RL,8993,IR1,Inside,Gilbert,1Fam,1Story,7,5,176485
20,RL,11175,IR1,Corner,CollgCr,1Fam,1Story,7,5,200141
60,RL,9500,Reg,Corner,NAmes,1Fam,2Story,6,6,165000
20,RL,8562,Reg,Inside,Edwards,1Fam,1Story,5,6,144500
60,RL,11367,Reg,Corner,CollgCr,1Fam,2Story,8,5,255000
20,RL,11361,Reg,Inside,NWAmes,1Fam,1Story,6,5,180000
120,RL,7052,IR1,Inside,NridgHt,TwnhsE,1Story,7,5,185850
60,RL,29959,IR2,FR2,NoRidge,1Fam,2Story,7,6,248000
60,RL,11308,IR1,Inside,NridgHt,1Fam,2Story,9,5,335000
50,RL,11275,IR1,Corner,Crawfor,1Fam,1.5Fin,6,7,220000
120,RL,4920,Reg,Inside,StoneBr,TwnhsE,1Story,8,5,213500
30,C (all),18000,Reg,Inside,IDOTRR,1Fam,1Story,3,4,81000
190,RM,13600,Reg,Inside,OldTown,2fmCon,2Story,5,5,90000
30,RM,6000,Reg,Inside,OldTown,1Fam,1Story,6,6,110500
20,RL,11000,IR1,CulDSac,NAmes,1Fam,1Story,5,6,154000
60,RL,14000,Reg,Inside,ClearCr,1Fam,2Story,7,5,328000
60,RL,7837,IR1,Inside,Gilbert,1Fam,2Story,6,7,178000
60,RL,9760,Reg,Inside,NAmes,1Fam,2Story,6,6,167900
160,RM,3964,Reg,Inside,MeadowV,TwnhsE,2Story,6,4,151400
45,RL,9600,Reg,Inside,NAmes,1Fam,1.5Unf,5,7,135000
20,RL,10152,Reg,Inside,NAmes,1Fam,1Story,5,5,135000
60,RL,11700,Reg,Inside,NWAmes,1Fam,2Story,6,6,154000
50,RL,7585,Reg,Inside,Edwards,1Fam,1.5Fin,5,3,91500
60,RL,7950,IR1,Corner,Edwards,1Fam,2Story,6,6,159500
20,RL,8556,Reg,Inside,CollgCr,1Fam,1Story,7,5,194000
70,RL,13125,Reg,Inside,Crawfor,1Fam,2Story,7,6,219500
50,RL,10800,Reg,Inside,OldTown,1Fam,1.5Fin,5,8,170000
20,RL,15870,IR1,Corner,NAmes,1Fam,1Story,5,5,138800
120,RM,4435,Reg,Inside,CollgCr,TwnhsE,1Story,6,5,155900
20,RL,8775,Reg,Inside,CollgCr,1Fam,1Story,5,5,126000
20,RL,11040,Reg,Inside,NWAmes,1Fam,1Story,6,7,145000
20,RL,7500,Reg,Corner,Sawyer,1Fam,1Story,5,5,133000
20,RL,8749,Reg,Inside,CollgCr,1Fam,1Story,7,5,192000
20,RL,8800,Reg,Inside,NAmes,1Fam,1Story,6,6,160000
60,RL,13031,IR2,Corner,Gilbert,1Fam,2Story,6,5,187500
85,RL,9069,Reg,Inside,SawyerW,1Fam,SFoyer,6,6,147000
160,RM,1974,Reg,Inside,MeadowV,TwnhsE,2Story,4,5,83500
60,FV,10574,Reg,Inside,Somerst,1Fam,2Story,8,5,252000
160,RM,2522,Reg,Inside,Edwards,Twnhs,2Story,7,5,137500
120,FV,3316,IR1,Inside,Somerst,TwnhsE,1Story,8,5,197000
160,FV,2160,Reg,Inside,Somerst,Twnhs,2Story,7,5,160000
50,RL,8400,Reg,Inside,SWISU,1Fam,1.5Fin,6,5,136500
20,RL,9230,Reg,Corner,NAmes,1Fam,1Story,5,8,146000
20,RL,5868,Reg,Inside,NAmes,1Fam,1Story,5,7,129000
20,RL,9317,IR1,Inside,CollgCr,1Fam,1Story,6,5,176432
120,RL,3696,Reg,Inside,StoneBr,TwnhsE,1Story,8,5,170000
50,RM,6000,Reg,Inside,BrkSide,1Fam,1.5Fin,4,6,128000
20,RL,11880,IR1,Inside,NWAmes,1Fam,1Story,7,5,157000
30,RL,8400,Reg,Inside,SWISU,1Fam,1Story,2,5,60000
20,RL,9758,IR1,Inside,NAmes,1Fam,1Story,5,5,119500
20,RL,7000,Reg,Inside,NAmes,1Fam,1Story,5,7,135000
20,RL,8910,Reg,Corner,NAmes,1Fam,1Story,6,6,159500
160,RM,2016,Reg,Inside,BrDale,TwnhsE,2Story,5,5,106000
60,RL,12256,IR1,Corner,NoRidge,1Fam,2Story,8,5,325000
20,RL,10357,IR1,Corner,SawyerW,1Fam,1Story,7,5,179900
60,RL,23257,IR3,CulDSac,Gilbert,1Fam,2Story,7,5,274725
60,RL,8063,Reg,Inside,Gilbert,1Fam,2Story,6,5,181000
20,RL,11362,IR1,Inside,NridgHt,1Fam,1Story,8,5,280000
60,RL,8000,Reg,Inside,Gilbert,1Fam,2Story,6,5,188000
60,RL,10480,Reg,Inside,NWAmes,1Fam,2Story,7,6,205000
20,RL,7100,IR1,Corner,NAmes,1Fam,1Story,5,7,129900
20,RL,8923,Reg,Inside,NAmes,1Fam,1Story,5,7,134500
20,RL,5400,Reg,Inside,OldTown,1Fam,1Story,5,7,117000
20,RL,12085,Reg,Inside,NridgHt,1Fam,1Story,8,5,318000
80,RL,7750,Reg,Inside,Gilbert,1Fam,SLvl,8,5,184100
20,RL,9764,IR1,FR2,Sawyer,1Fam,1Story,5,7,130000
80,RL,13825,Reg,Inside,Sawyer,1Fam,SLvl,5,6,140000
20,RL,7560,Reg,Inside,NAmes,1Fam,1Story,5,5,133700
30,RM,8263,Reg,Inside,IDOTRR,1Fam,1Story,6,5,118400
20,RL,10084,Reg,Inside,CollgCr,1Fam,1Story,7,5,212900
20,RL,8926,IR1,Corner,Edwards,1Fam,1Story,4,3,112000
80,RL,9125,IR1,Inside,Gilbert,1Fam,SLvl,7,5,163900
20,RL,10434,Reg,Inside,NAmes,1Fam,1Story,4,5,115000
120,RL,3684,Reg,Inside,Blmngtn,TwnhsE,1Story,7,5,174000
20,RL,14572,IR3,Corner,Gilbert,1Fam,1Story,7,5,259000
60,RL,11796,IR1,Inside,Gilbert,1Fam,2Story,7,5,215000
90,RM,7200,Reg,Inside,OldTown,Duplex,SFoyer,5,5,140000
50,RL,7804,Reg,Inside,SWISU,1Fam,1.5Fin,4,3,135000
70,RM,9900,Reg,Inside,OldTown,1Fam,2Story,6,4,117500
60,RL,9828,IR1,Inside,SawyerW,1Fam,2Story,8,5,239500
60,RL,8773,IR1,Inside,Gilbert,1Fam,2Story,6,5,169000
30,RM,6180,Reg,Corner,BrkSide,1Fam,1Story,6,5,102000
50,RL,9600,Reg,Inside,NAmes,1Fam,1.5Fin,6,5,119000
20,RL,9819,IR1,Inside,Mitchel,1Fam,1Story,6,5,196000
30,RL,8731,IR1,Inside,BrkSide,1Fam,1Story,5,5,144000
20,RL,7350,Reg,Corner,NAmes,1Fam,1Story,5,7,139000
60,RL,10304,IR1,CulDSac,NWAmes,1Fam,2Story,5,7,197500
60,RL,9965,Reg,Inside,CollgCr,1Fam,2Story,8,5,424870
190,RL,12180,Reg,Inside,Edwards,2fmCon,1.5Fin,4,4,80000
50,RM,6240,Reg,Inside,BrkSide,1Fam,1.5Fin,5,6,149000
20,RL,11200,Reg,Inside,SawyerW,1Fam,1Story,6,5,180000
70,RL,12000,Reg,Inside,Crawfor,1Fam,2Story,7,7,174500
50,RM,5700,Reg,Inside,OldTown,1Fam,1.5Fin,7,7,116900
70,RM,9000,Reg,Inside,OldTown,1Fam,2Story,7,9,143000
20,RL,8280,IR1,Inside,NAmes,1Fam,1Story,6,5,124000
20,RL,17755,Reg,Inside,Edwards,1Fam,1Story,5,4,149900
20,RL,14115,IR1,Inside,Crawfor,1Fam,1Story,6,7,230000
30,RM,5890,Reg,Corner,IDOTRR,1Fam,1Story,6,8,120500
60,RL,13700,IR1,Inside,NAmes,1Fam,2Story,7,6,201800
20,RL,10768,IR1,Corner,Veenker,1Fam,1Story,5,8,218000
80,RL,9350,Reg,Inside,NAmes,1Fam,SLvl,5,8,179900
120,RL,5001,IR1,Inside,NridgHt,Twnhs,1Story,7,5,230000
20,RL,11932,Reg,FR2,Somerst,1Fam,1Story,8,5,235128
60,RL,9120,Reg,Inside,NWAmes,1Fam,2Story,6,6,185000
160,RL,2280,Reg,Inside,NPkVill,Twnhs,2Story,6,5,146000
20,RL,14778,IR1,CulDSac,Crawfor,1Fam,1Story,6,7,224000
20,RL,8724,Reg,Inside,Sawyer,1Fam,1Story,5,5,129000
90,RL,12900,Reg,Inside,Sawyer,Duplex,SFoyer,4,4,108959
80,RL,16157,IR1,FR2,Veenker,1Fam,SLvl,5,7,194000
20,RL,9541,IR1,Inside,NridgHt,1Fam,1Story,7,5,233170
20,RL,10475,IR1,Corner,CollgCr,1Fam,1Story,8,5,245350
60,RL,10852,IR1,Inside,Gilbert,1Fam,2Story,6,5,173000
70,RL,13728,Reg,Corner,Edwards,1Fam,2Story,6,7,235000
60,RL,35760,IR1,CulDSac,NoRidge,1Fam,2Story,10,5,625000
80,RL,9880,Reg,Inside,Mitchel,1Fam,SLvl,6,6,171000
20,RL,9120,Reg,Inside,NAmes,1Fam,1Story,6,6,163000
160,FV,4017,IR1,Inside,Somerst,TwnhsE,2Story,7,5,171900
70,RL,16560,IR1,Inside,Crawfor,1Fam,2Story,6,8,239000
50,RL,10678,Reg,Inside,NoRidge,1Fam,1.5Fin,8,5,285000
20,RL,6951,IR1,CulDSac,Mitchel,1Fam,1Story,5,5,119500
50,RM,3950,Reg,Inside,OldTown,1Fam,1.5Fin,6,8,115000
50,RL,7681,IR1,FR2,Crawfor,1Fam,1.5Fin,5,6,154900
60,RL,11170,IR2,Corner,Timber,1Fam,2Story,7,5,250000
120,RM,5587,IR1,Inside,Crawfor,TwnhsE,1Story,8,5,392500
60,RL,15623,IR1,Corner,NoRidge,1Fam,2Story,10,5,745000
30,RL,10800,Reg,Inside,OldTown,1Fam,1Story,5,6,120000
20,RL,35133,Reg,Inside,Timber,1Fam,1Story,5,4,186700
50,RL,9738,Reg,Inside,Edwards,1Fam,1.5Fin,5,7,104900
190,RL,10615,IR1,Corner,OldTown,2fmCon,2Story,3,5,95000
