YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,SalePrice
1993,1994,Hip,Wd Sdng,ImStucc,BrkFace,651,Gd,TA,PConc,341000
1969,1969,Gable,HdBoard,Plywood,None,0,TA,TA,CBlock,128500
1985,1985,Gable,HdBoard,HdBoard,None,0,Gd,TA,PConc,275000
2004,2004,Gable,VinylSd,VinylSd,BrkFace,169,Gd,TA,PConc,143000
1970,1970,Gable,MetalSd,MetalSd,None,0,TA,Gd,CBlock,124500
1954,1972,Gable,MetalSd,MetalSd,None,0,TA,TA,PConc,135000
2007,2008,Hip,CemntBd,CmentBd,Stone,340,Ex,TA,PConc,320000
1970,1970,Gable,HdBoard,Plywood,None,0,TA,TA,CBlock,120500
1988,2007,Hip,Wd Sdng,Plywood,BrkFace,260,Gd,Gd,CBlock,222000
2007,2007,Gable,VinylSd,VinylSd,Stone,82,Gd,TA,PConc,194500
1958,1958,Gable,VinylSd,VinylSd,BrkFace,95,TA,TA,CBlock,110000
1925,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,103000
1995,1996,Gable,CemntBd,CmentBd,None,0,Gd,TA,PConc,236500
2003,2003,Gable,VinylSd,VinylSd,BrkFace,442,Gd,TA,PConc,187500
1998,1999,Gable,VinylSd,VinylSd,BrkFace,202,Gd,TA,PConc,222500
1961,1983,Hip,HdBoard,HdBoard,None,0,TA,TA,CBlock,131400
1968,1968,Gable,Plywood,Plywood,None,0,TA,TA,PConc,108000
1914,1970,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,163000
2005,2005,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,239900
2004,2004,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,190000
1910,2002,Gable,Wd Sdng,Wd Shng,None,0,TA,Gd,BrkTil,132000
1961,1996,Hip,HdBoard,HdBoard,None,0,TA,Gd,CBlock,142000
2000,2001,Gable,VinylSd,VinylSd,BrkFace,108,TA,TA,PConc,179000
1963,1999,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,175000
1993,1993,Gable,HdBoard,HdBoard,None,0,Gd,TA,PConc,180000
1976,1996,Hip,VinylSd,VinylSd,BrkFace,289,Ex,Gd,CBlock,299800
2000,2000,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,236000
1880,2003,Mansard,Stucco,Stucco,None,0,Gd,TA,Stone,265979
1996,1996,Hip,VinylSd,VinylSd,BrkFace,338,Gd,TA,PConc,260400
2003,2003,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,162000
1997,1997,Gable,VinylSd,VinylSd,None,0,TA,Gd,PConc,217000
2005,2005,Gable,VinylSd,VinylSd,BrkFace,178,Gd,TA,PConc,275500
1969,2005,Gable,Plywood,Plywood,None,0,TA,TA,CBlock,156000
1999,1999,Gable,MetalSd,MetalSd,BrkFace,894,TA,TA,PConc,172500
2007,2007,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,212000
1978,1978,Hip,HdBoard,HdBoard,BrkCmn,328,TA,TA,CBlock,158900
1999,1999,Gable,MetalSd,MetalSd,BrkFace,360,TA,TA,PConc,179400
1995,1995,Gable,VinylSd,VinylSd,BrkFace,513,Gd,TA,PConc,290000
1959,1959,Hip,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,127500
1924,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,100000
2009,2009,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,215200
1999,1999,Gable,VinylSd,VinylSd,BrkFace,673,Gd,TA,PConc,337000
1995,1996,Hip,BrkFace,BrkFace,None,0,Gd,Gd,PConc,270000
2008,2008,Gable,VinylSd,VinylSd,Stone,284,Gd,TA,PConc,264132
1988,1988,Gable,HdBoard,HdBoard,BrkFace,42,TA,TA,CBlock,196500
1940,1985,Gable,VinylSd,VinylSd,None,0,TA,TA,CBlock,160000
2004,2005,Hip,VinylSd,VinylSd,None,0,Gd,TA,PConc,216837
2003,2003,Hip,CemntBd,Wd Shng,BrkFace,603,Ex,TA,PConc,538000
1982,1982,Hip,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,134900
1951,1951,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,102000
1976,1976,Gable,Plywood,Plywood,None,0,TA,TA,CBlock,107000
1958,1958,Gable,Wd Sdng,Wd Sdng,None,1,TA,TA,CBlock,114500
2006,2006,Hip,VinylSd,VinylSd,BrkFace,375,Gd,TA,PConc,395000
1998,1998,Hip,VinylSd,VinylSd,BrkFace,320,TA,TA,PConc,162000
2005,2006,Gable,VinylSd,VinylSd,BrkFace,240,Gd,TA,PConc,221500
1974,1974,Hip,HdBoard,Plywood,None,0,TA,TA,CBlock,142500
1977,1977,Gable,Plywood,ImStucc,BrkFace,90,TA,TA,CBlock,135000
1995,1996,Gable,HdBoard,HdBoard,BrkFace,38,TA,TA,PConc,176000
1992,1992,Gable,VinylSd,VinylSd,None,0,Gd,Gd,PConc,175900
2001,2002,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,187100
1978,1978,Gable,Plywood,Plywood,BrkFace,104,TA,Gd,PConc,165500
1967,1967,Gable,BrkFace,Wd Sdng,None,0,TA,TA,CBlock,161500
1915,1950,Gable,MetalSd,MetalSd,None,0,TA,Gd,PConc,139000
2004,2004,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,233000
1954,2000,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,107900
1966,2007,Gable,HdBoard,HdBoard,BrkFace,157,TA,TA,CBlock,187500
2005,2006,Gable,VinylSd,VinylSd,BrkFace,11,Gd,TA,PConc,160200
1976,1976,Gable,HdBoard,HdBoard,None,0,TA,TA,PConc,146800
1996,1997,Gable,MetalSd,MetalSd,None,0,Gd,TA,PConc,269790
2007,2007,Gable,CemntBd,CmentBd,Stone,140,Gd,TA,PConc,225000
1994,1996,Gable,MetalSd,MetalSd,None,0,Gd,TA,PConc,194500
1980,1981,Gable,HdBoard,HdBoard,BrkFace,130,TA,TA,CBlock,171000
1977,1977,Gable,Plywood,Plywood,BrkFace,148,TA,TA,CBlock,143500
1953,1953,Gable,VinylSd,VinylSd,None,0,TA,TA,CBlock,110000
2008,2009,Hip,VinylSd,VinylSd,Stone,860,Ex,TA,PConc,485000
1937,1950,Gable,Wd Sdng,Wd Sdng,BrkFace,252,TA,TA,BrkTil,175000
1997,1997,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,200000
1916,1990,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,109900
2005,2005,Gable,WdShing,Wd Shng,None,0,Gd,TA,PConc,189000
2008,2009,Hip,VinylSd,VinylSd,Stone,424,Ex,TA,PConc,582933
1954,1954,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,118000
2008,2008,Gable,VinylSd,VinylSd,Stone,256,Gd,TA,PConc,227680
1967,1967,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,135500
1923,2004,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,223500
1966,1966,Gable,VinylSd,VinylSd,BrkFace,1047,TA,TA,CBlock,159950
1898,1965,Hip,AsbShng,AsbShng,None,0,TA,TA,PConc,106000
1974,1999,Hip,HdBoard,HdBoard,BrkFace,99,TA,TA,CBlock,181000
2004,2004,Gable,VinylSd,VinylSd,BrkFace,169,Gd,TA,PConc,144500
1952,1952,Hip,Wd Sdng,Wd Sdng,None,0,Fa,TA,CBlock,55993
1958,1958,Gable,MetalSd,MetalSd,BrkFace,243,TA,TA,CBlock,157900
1918,1950,Gable,Stucco,Stucco,None,0,TA,TA,BrkTil,116000
1998,1998,Gable,VinylSd,VinylSd,BrkFace,442,TA,TA,PConc,224900
1954,1954,Gable,BrkFace,BrkFace,None,0,TA,TA,CBlock,137000
2002,2002,Hip,CemntBd,CmentBd,BrkFace,148,Gd,TA,PConc,271000
1971,1971,Gable,HdBoard,HdBoard,BrkFace,80,TA,TA,CBlock,155000
2009,2010,Gable,VinylSd,VinylSd,Stone,128,Gd,TA,PConc,224000
2003,2003,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,183000
1953,1953,Gable,MetalSd,MetalSd,None,0,Fa,TA,CBlock,93000
2003,2003,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,225000
1940,1950,Gable,VinylSd,VinylSd,None,0,TA,TA,BrkTil,139500
2006,2006,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,232600
2007,2008,Hip,CemntBd,CmentBd,BrkFace,816,Ex,TA,PConc,385000
2001,2001,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,189000
1967,1967,Flat,Plywood,Plywood,None,0,TA,TA,PConc,185000
2005,2005,Gable,MetalSd,MetalSd,None,0,Gd,TA,PConc,147400
1957,1957,Gable,HdBoard,HdBoard,BrkFace,387,TA,TA,CBlock,166000
2005,2005,Gable,MetalSd,MetalSd,None,0,TA,TA,PConc,151000
2003,2003,Gable,VinylSd,VinylSd,BrkFace,223,Gd,TA,PConc,237000
1964,1964,Gable,HdBoard,Plywood,BrkFace,180,TA,TA,CBlock,167000
1961,1961,Gable,VinylSd,VinylSd,BrkFace,136,TA,TA,CBlock,139950
1950,1995,Gable,VinylSd,HdBoard,None,0,TA,TA,CBlock,128000
1948,1973,Gable,VinylSd,VinylSd,None,0,TA,TA,BrkTil,153500
1973,1973,Gable,HdBoard,HdBoard,BrkFace,158,TA,TA,CBlock,100000
1995,2006,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,144000
1946,1995,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,130500
1925,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,140000
1904,2002,Gable,MetalSd,MetalSd,None,0,TA,TA,PConc,157500
1966,1966,Gable,HdBoard,HdBoard,BrkFace,183,TA,TA,CBlock,174900
1915,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,153900
1975,1981,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,171000
1993,1993,Gable,HdBoard,HdBoard,BrkFace,137,Gd,TA,PConc,213000
1972,1972,Gable,HdBoard,Plywood,None,0,TA,TA,CBlock,133500
1908,1997,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,240000
1976,1994,Hip,Plywood,Plywood,BrkFace,360,Gd,Gd,CBlock,187000
2003,2003,Gable,VinylSd,VinylSd,BrkFace,170,Gd,TA,PConc,131500
2003,2003,Gable,VinylSd,VinylSd,BrkFace,40,Gd,TA,PConc,215000
1941,1950,Gable,MetalSd,MetalSd,None,0,TA,Gd,CBlock,164000
1964,1964,Gable,MetalSd,HdBoard,BrkFace,115,TA,Gd,CBlock,158000
1955,1974,Hip,Wd Sdng,Plywood,None,0,TA,TA,CBlock,170000
1962,2010,Gable,HdBoard,HdBoard,None,0,TA,Gd,CBlock,127000
1978,1978,Gable,Plywood,HdBoard,None,0,TA,TA,CBlock,147000
1994,1995,Gable,HdBoard,HdBoard,None,0,TA,TA,PConc,174000
1976,1976,Gable,HdBoard,HdBoard,BrkFace,189,TA,TA,CBlock,152000
1968,1984,Gable,HdBoard,HdBoard,BrkFace,220,TA,TA,CBlock,250000
1918,1998,Gable,Wd Sdng,Wd Sdng,None,0,Gd,TA,BrkTil,189950
1965,1965,Hip,Plywood,HdBoard,None,0,TA,TA,PConc,131500
1984,1985,Hip,HdBoard,Plywood,None,0,TA,TA,PConc,152000
1959,1959,Hip,BrkFace,Plywood,None,0,TA,TA,CBlock,132500
2007,2008,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,250580
1970,1970,Gable,MetalSd,MetalSd,BrkFace,76,TA,TA,CBlock,148500
2006,2007,Gable,VinylSd,VinylSd,Stone,274,Gd,TA,PConc,248900
1961,1961,Gable,VinylSd,VinylSd,None,0,TA,TA,CBlock,129000
1993,1994,Gable,MetalSd,MetalSd,BrkFace,246,Gd,TA,PConc,236000
1962,1962,Hip,MetalSd,MetalSd,None,0,TA,TA,CBlock,109500
1998,1998,Gable,VinylSd,VinylSd,BrkFace,116,TA,TA,PConc,200500
1953,1996,Gable,WdShing,Wd Shng,None,0,Gd,TA,Stone,116000
1949,1950,Gable,HdBoard,HdBoard,None,0,Gd,TA,CBlock,133000
1941,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,66500
2007,2007,Gable,CemntBd,CmentBd,None,0,Gd,TA,PConc,303477
1963,1963,Gable,HdBoard,Plywood,None,0,TA,TA,PConc,132250
2004,2005,Hip,VinylSd,VinylSd,Stone,216,Gd,TA,PConc,350000
1961,1995,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,148000
1978,2005,Gable,VinylSd,VinylSd,BrkFace,90,Gd,Gd,CBlock,136500
2005,2006,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,157000
1990,1991,Gable,HdBoard,HdBoard,BrkFace,117,Gd,Gd,CBlock,187500
1992,1993,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,178000
1912,1950,Gable,Wd Sdng,Wd Sdng,None,0,Gd,TA,PConc,118500
1967,1967,Gable,HdBoard,HdBoard,BrkFace,60,TA,TA,CBlock,100000
1999,2000,Gable,MetalSd,MetalSd,BrkFace,60,Gd,TA,PConc,328900
1959,2005,Gable,MetalSd,MetalSd,BrkFace,122,TA,TA,CBlock,145000
1955,1955,Gable,MetalSd,MetalSd,None,0,TA,Gd,PConc,135500
1970,1970,Flat,Wd Sdng,Wd Sdng,None,0,Gd,Gd,PConc,268000
1953,1953,Hip,Wd Sdng,Wd Sdng,BrkFace,90,TA,TA,CBlock,149500
1949,2006,Gable,MetalSd,MetalSd,None,0,TA,Gd,CBlock,122900
1978,1978,Hip,HdBoard,HdBoard,BrkFace,92,TA,TA,CBlock,172500
1963,2003,Hip,HdBoard,HdBoard,None,0,TA,TA,CBlock,154500
1954,1954,Gable,Wd Sdng,Plywood,None,0,TA,TA,PConc,165000
1963,1963,Hip,HdBoard,HdBoard,BrkFace,415,TA,TA,CBlock,140000
1936,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,106500
2009,2010,Hip,VinylSd,VinylSd,Stone,760,Ex,TA,PConc,611657
1961,1994,Gable,HdBoard,Plywood,None,0,TA,TA,CBlock,135000
1971,1971,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,110000
1957,2000,Hip,MetalSd,MetalSd,None,0,TA,Gd,CBlock,153000
2003,2003,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,180000
2006,2006,Hip,VinylSd,VinylSd,BrkFace,27,Gd,TA,PConc,240000
1967,1967,Gable,HdBoard,Wd Sdng,BrkFace,75,TA,TA,CBlock,125500
1954,1954,Gable,HdBoard,HdBoard,Stone,110,TA,TA,CBlock,128000
2006,2006,Gable,VinylSd,VinylSd,Stone,208,Gd,TA,PConc,255000
1936,1987,Gable,BrkFace,BrkFace,None,0,Gd,TA,CBlock,250000
1983,1983,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,131000
2005,2005,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,174000
1960,1960,Gable,MetalSd,MetalSd,BrkFace,361,TA,TA,CBlock,154300
1977,1989,Gable,HdBoard,Plywood,None,0,TA,TA,CBlock,143500
1925,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,BrkTil,88000
1949,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,145000
2009,2009,Gable,VinylSd,VinylSd,Stone,76,Gd,TA,PConc,173733
1970,1970,Gable,CemntBd,CmentBd,BrkFace,80,TA,TA,CBlock,75000
1949,1950,Gable,AsbShng,AsbShng,None,0,TA,TA,CBlock,35311
1956,1956,Gable,VinylSd,VinylSd,None,0,TA,TA,CBlock,135000
1991,1991,Gable,HdBoard,HdBoard,None,0,Gd,TA,PConc,238000
1958,2002,Hip,MetalSd,MetalSd,None,0,Ex,TA,CBlock,176500
1994,1994,Gable,HdBoard,HdBoard,BrkFace,105,Gd,Gd,PConc,201000
2005,2006,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,169990
1993,1994,Gable,Plywood,Plywood,None,0,Gd,TA,PConc,193000
1980,1980,Gable,Plywood,Plywood,BrkFace,157,TA,Gd,CBlock,207500
1977,1977,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,175000
2003,2004,Hip,VinylSd,VinylSd,BrkFace,340,Gd,TA,PConc,285000
1968,1968,Gable,MetalSd,MetalSd,BrkFace,342,TA,TA,CBlock,176000
2001,2001,Hip,VinylSd,VinylSd,None,0,Gd,TA,PConc,236500
1997,1997,Gable,HdBoard,HdBoard,BrkFace,285,TA,TA,PConc,222000
2007,2007,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,201000
1965,1965,Gable,VinylSd,VinylSd,None,0,TA,TA,CBlock,117500
2006,2006,Hip,VinylSd,ImStucc,Stone,302,Ex,TA,PConc,320000
2004,2004,Gable,VinylSd,VinylSd,BrkFace,210,Gd,TA,PConc,190000
1960,2007,Flat,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,242000
1926,1953,Gable,MetalSd,MetalSd,BrkFace,108,TA,Gd,PConc,79900
2005,2005,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,253000
2006,2006,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,239799
1940,1950,Gable,MetalSd,MetalSd,None,0,TA,Gd,CBlock,244400
1976,1976,Gable,Plywood,Plywood,None,0,TA,TA,CBlock,150900
1999,1999,Gable,VinylSd,VinylSd,BrkFace,298,Gd,TA,PConc,214000
1967,1967,Gable,HdBoard,Plywood,None,0,TA,TA,CBlock,143000
1958,1958,Gable,HdBoard,HdBoard,BrkFace,541,TA,TA,CBlock,137500
1890,1996,Hip,VinylSd,VinylSd,None,0,TA,TA,BrkTil,124900
1959,1959,Gable,HdBoard,HdBoard,BrkFace,128,TA,Gd,CBlock,143000
2002,2003,Hip,VinylSd,VinylSd,BrkFace,236,Gd,TA,PConc,270000
1972,2006,Hip,Plywood,Plywood,None,0,TA,TA,CBlock,197500
1950,2002,Gable,VinylSd,VinylSd,None,0,TA,TA,CBlock,129000
1965,1965,Gable,VinylSd,VinylSd,None,0,TA,TA,CBlock,119900
1972,2003,Gable,WdShing,HdBoard,None,0,TA,Gd,CBlock,133900
1969,1969,Gable,HdBoard,HdBoard,BrkFace,232,TA,TA,CBlock,172000
1946,1950,Gable,MetalSd,MetalSd,BrkFace,423,TA,TA,CBlock,145000
1980,1980,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,124000
1962,1962,Hip,MetalSd,MetalSd,None,0,TA,TA,CBlock,132000
2003,2003,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,185000
1999,1999,Hip,MetalSd,MetalSd,None,0,Gd,TA,PConc,155000
1977,1995,Gable,HdBoard,HdBoard,BrkFace,424,TA,Gd,CBlock,272000
1976,1976,Gable,Plywood,Brk Cmn,None,0,TA,TA,CBlock,155000
2007,2007,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,239000
2002,2003,Gable,VinylSd,VinylSd,BrkFace,44,Gd,TA,PConc,214900
2005,2007,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,178900
1940,1950,Gable,MetalSd,MetalSd,None,0,Gd,Gd,BrkTil,160000
1955,1955,Hip,Wd Sdng,Wd Sdng,BrkFace,151,TA,TA,CBlock,135000
1958,1958,Hip,HdBoard,HdBoard,BrkFace,105,TA,Fa,CBlock,140000
2003,2004,Gable,VinylSd,Wd Shng,Stone,106,Gd,TA,PConc,173000
1979,1979,Gable,Plywood,Plywood,None,0,TA,TA,CBlock,99500
1910,1993,Gable,HdBoard,HdBoard,None,0,TA,Gd,BrkTil,167500
2000,2000,Gable,MetalSd,MetalSd,None,0,Gd,TA,PConc,165000
1954,1954,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,110000
1963,1963,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,139000
1961,2007,Gable,CemntBd,CmentBd,Stone,210,Ex,TA,CBlock,178400
1998,1999,Hip,VinylSd,VinylSd,BrkFace,975,Gd,TA,PConc,336000
2007,2007,Gable,VinylSd,VinylSd,BrkFace,16,Gd,TA,PConc,159895
2002,2002,Gable,CemntBd,CmentBd,None,0,Gd,TA,PConc,255900
1950,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,125000
1910,2003,Hip,VinylSd,VinylSd,None,0,TA,Gd,CBlock,117000
2009,2010,Hip,VinylSd,VinylSd,Stone,450,Ex,TA,PConc,395192
1976,1976,Gable,Plywood,Plywood,BrkFace,298,TA,TA,CBlock,195000
2006,2006,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,197000
1997,1998,Gable,VinylSd,VinylSd,BrkFace,423,Gd,TA,PConc,348000
1882,1986,Gable,Wd Sdng,Wd Sdng,None,0,Gd,Gd,BrkTil,168000
1964,1993,Hip,Wd Sdng,Wd Sdng,BrkFace,340,TA,TA,CBlock,187000
2005,2006,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,173900
2006,2007,Hip,CemntBd,CmentBd,Stone,230,Ex,TA,PConc,337500
1946,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,121600
1961,1961,Hip,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,136500
1970,1970,Hip,HdBoard,HdBoard,BrkFace,571,TA,TA,CBlock,185000
1922,1950,Hip,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,91000
2006,2006,Gable,VinylSd,VinylSd,Stone,24,Gd,TA,PConc,206000
1920,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,86000
2006,2006,Gable,VinylSd,VinylSd,BrkFace,53,Gd,TA,PConc,232000
1976,1976,Gable,VinylSd,VinylSd,BrkFace,164,TA,TA,CBlock,136905
2005,2006,Gable,VinylSd,VinylSd,BrkFace,16,Gd,TA,PConc,181000
1977,1977,Gable,HdBoard,HdBoard,BrkFace,220,Gd,TA,CBlock,149900
1970,1970,Gable,Plywood,Plywood,None,0,TA,TA,CBlock,163500
1970,1970,Gable,CemntBd,CmentBd,None,0,TA,TA,CBlock,88000
2004,2005,Hip,VinylSd,VinylSd,Stone,108,Gd,TA,PConc,240000
1948,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,135000
1923,1996,Hip,Wd Sdng,Wd Sdng,None,0,TA,Gd,PConc,165000
1910,2006,Hip,MetalSd,Stucco,None,0,TA,TA,BrkTil,85000
1948,1950,Gable,MetalSd,MetalSd,BrkFace,206,TA,TA,CBlock,119200
2001,2001,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,227000
1996,1996,Hip,VinylSd,VinylSd,BrkFace,196,Gd,TA,PConc,203000
1984,1984,Gable,HdBoard,HdBoard,None,0,Gd,TA,CBlock,187500
1991,1992,Gable,HdBoard,HdBoard,BrkFace,76,Gd,TA,PConc,160000
2005,2005,Gable,VinylSd,VinylSd,BrkFace,145,Gd,TA,PConc,213490
2005,2005,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,176000
2006,2006,Gable,VinylSd,VinylSd,Stone,84,Gd,TA,PConc,194000
1930,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,87000
2005,2006,Gable,VinylSd,VinylSd,BrkFace,14,Gd,TA,PConc,191000
1976,1976,Hip,Stone,HdBoard,None,0,Gd,TA,CBlock,287000
1972,1972,Gable,VinylSd,VinylSd,None,0,TA,TA,CBlock,112500
1960,1960,Gable,MetalSd,HdBoard,BrkFace,324,TA,TA,CBlock,167500
2007,2008,Gable,VinylSd,VinylSd,Stone,338,Gd,TA,PConc,293077
1941,1950,Gable,WdShing,Wd Shng,None,0,TA,TA,CBlock,105000
1972,1972,Gable,HdBoard,HdBoard,BrkFace,281,TA,TA,CBlock,118000
1920,1970,Gable,Wd Sdng,Plywood,None,0,TA,TA,BrkTil,197000
1993,1993,Gable,MetalSd,MetalSd,None,0,Gd,Gd,PConc,310000
2002,2002,Gable,VinylSd,VinylSd,Stone,295,Gd,TA,PConc,230000
1938,1950,Gable,MetalSd,MetalSd,None,0,TA,Gd,PConc,119750
2007,2008,Hip,VinylSd,VinylSd,Stone,70,Gd,TA,PConc,315500
2001,2002,Gable,VinylSd,VinylSd,BrkFace,396,Gd,TA,PConc,287000
1970,1970,Gable,CemntBd,CmentBd,None,0,TA,TA,CBlock,80000
1957,2000,Gable,Wd Sdng,Wd Sdng,BrkCmn,67,TA,TA,CBlock,155000
1966,2000,Hip,HdBoard,HdBoard,BrkFace,252,TA,TA,CBlock,173000
2005,2005,Gable,VinylSd,VinylSd,Stone,135,Gd,TA,PConc,196000
1990,1990,Hip,HdBoard,HdBoard,BrkFace,99,TA,TA,PConc,262280
1981,1981,Hip,BrkFace,BrkFace,None,0,Gd,TA,PConc,278000
2005,2006,Hip,CemntBd,CmentBd,Stone,208,Gd,TA,PConc,556581
1994,1995,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,145000
2007,2007,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,176485
2007,2007,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,200141
1964,1978,Gable,VinylSd,VinylSd,BrkCmn,272,TA,TA,CBlock,165000
1957,2002,Hip,HdBoard,HdBoard,Stone,145,TA,TA,CBlock,144500
2002,2002,Gable,VinylSd,VinylSd,BrkFace,210,Gd,TA,PConc,255000
1976,1976,Gable,Plywood,Plywood,BrkFace,160,TA,TA,CBlock,180000
2005,2005,Gable,VinylSd,VinylSd,Stone,240,Gd,TA,PConc,185850
1994,1994,Gable,HdBoard,HdBoard,None,0,Gd,TA,PConc,248000
2008,2008,Gable,VinylSd,VinylSd,Stone,154,Ex,TA,PConc,335000
1932,1950,Gable,MetalSd,MetalSd,BrkFace,480,TA,TA,CBlock,220000
2001,2001,Gable,CemntBd,CmentBd,None,0,Gd,TA,PConc,213500
1935,1950,Gable,MetalSd,MetalSd,None,0,Fa,TA,CBlock,81000
1900,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,90000
1925,1980,Gable,MetalSd,MetalSd,None,0,TA,Gd,BrkTil,110500
1966,1966,Gable,Plywood,Plywood,BrkFace,200,TA,TA,CBlock,154000
1996,1997,Gable,Wd Sdng,Wd Sdng,None,0,Gd,TA,PConc,328000
1993,1994,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,178000
1964,1964,Gable,HdBoard,HdBoard,BrkFace,360,TA,TA,CBlock,167900
1973,1973,Gable,CemntBd,CmentBd,None,0,TA,TA,CBlock,151400
1949,2003,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,135000
1956,1956,Hip,MetalSd,MetalSd,BrkFace,120,TA,TA,CBlock,135000
1968,1968,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,154000
1948,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,91500
1977,1977,Hip,HdBoard,Plywood,BrkFace,140,TA,TA,CBlock,159500
2006,2006,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,194000
1940,1984,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,219500
1936,1989,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,170000
1969,1969,Gable,VinylSd,Plywood,None,0,TA,TA,CBlock,138800
2004,2004,Gable,VinylSd,VinylSd,BrkFace,169,Gd,TA,PConc,155900
1994,1994,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,126000
1971,2004,Gable,VinylSd,VinylSd,BrkFace,144,Gd,Gd,CBlock,145000
