BsmtQual,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,X1stFlrSF,GrLivArea,SalePrice
Gd,BLQ,442,625,1067,TA,Y,SBrkr,1067,1067,128000
TA,Rec,338,1221,1559,Gd,Y,SBrkr,1559,1559,153500
TA,BLQ,330,153,483,TA,Y,SBrkr,483,987,100000
Gd,Unf,0,1099,1099,Ex,Y,SBrkr,1099,1099,144000
TA,BLQ,352,416,768,Ex,Y,SBrkr,768,1200,130500
TA,BLQ,156,516,672,TA,N,SBrkr,810,1482,140000
TA,Unf,0,650,650,Gd,Y,SBrkr,958,1539,157500
TA,Rec,312,276,1127,TA,Y,SBrkr,1165,1165,174900
TA,Unf,0,876,876,Gd,Y,SBrkr,876,1416,153900
Gd,ALQ,1390,0,1390,TA,Y,SBrkr,1701,1701,171000
Gd,ALQ,513,227,740,Ex,Y,SBrkr,1006,1775,213000
TA,BLQ,460,404,864,Ex,Y,SBrkr,864,864,133500
TA,Unf,0,907,907,TA,Y,SBrkr,1307,2358,240000
TA,Unf,0,528,528,Ex,Y,SBrkr,1094,1855,187000
Gd,GLQ,659,189,848,Ex,Y,SBrkr,848,848,131500
Gd,Unf,0,1273,1273,Ex,Y,SBrkr,1456,1456,215000
TA,Rec,364,554,918,Gd,Y,SBrkr,918,1646,164000
TA,Rec,564,563,1127,TA,Y,SBrkr,1445,1445,158000
TA,ALQ,306,372,1763,TA,Y,SBrkr,1779,1779,170000
TA,ALQ,659,381,1040,Ex,Y,SBrkr,1040,1040,127000
Gd,GLQ,505,0,940,TA,Y,SBrkr,1026,1026,147000
Gd,Unf,0,702,702,Gd,Y,SBrkr,702,1481,174000
Gd,Unf,0,1090,1090,TA,Y,SBrkr,1370,1370,152000
TA,BLQ,619,435,1054,TA,Y,SBrkr,1512,2654,250000
TA,Unf,0,912,912,Gd,Y,SBrkr,912,1426,189950
TA,BLQ,841,198,1039,Ex,Y,SBrkr,1039,1039,131500
Gd,GLQ,338,702,1040,TA,Y,SBrkr,1097,1097,152000
TA,BLQ,1148,0,1148,TA,Y,SBrkr,1148,1148,132500
Ex,Unf,0,1372,1372,Ex,Y,SBrkr,1372,1372,250580
TA,BLQ,828,174,1002,TA,Y,SBrkr,1002,1002,148500
Gd,Unf,0,1638,1638,Ex,Y,SBrkr,1646,1646,248900
TA,ALQ,932,108,1040,TA,Y,SBrkr,1120,1120,129000
Gd,GLQ,750,300,1050,Ex,Y,SBrkr,1062,1949,236000
TA,Unf,0,894,894,Gd,N,SBrkr,894,894,109500
Gd,GLQ,505,299,804,Ex,Y,SBrkr,804,1682,200500
TA,Unf,0,105,105,Gd,Y,SBrkr,910,910,116000
TA,Rec,375,457,832,Gd,Y,SBrkr,1036,1268,133000
TA,Unf,0,676,676,Ex,Y,SBrkr,676,1131,66500
Gd,GLQ,64,1120,1184,Ex,Y,SBrkr,1184,2610,303477
TA,ALQ,633,431,1064,Gd,Y,SBrkr,1040,1040,132250
Ex,GLQ,1170,292,1462,Ex,Y,SBrkr,1462,2224,350000
TA,ALQ,899,210,1109,TA,Y,SBrkr,1155,1155,148000
TA,ALQ,646,218,864,Ex,Y,SBrkr,864,864,136500
Ex,ALQ,980,110,1090,Gd,Y,SBrkr,1090,1090,157000
Gd,LwQ,902,254,1156,Ex,Y,SBrkr,1187,1717,187500
Gd,Unf,0,808,808,Gd,Y,SBrkr,808,1593,178000
TA,Unf,0,795,795,TA,N,SBrkr,954,2230,118500
TA,BLQ,432,460,892,TA,Y,SBrkr,892,892,100000
Ex,GLQ,1238,460,1698,Ex,Y,SBrkr,1709,1709,328900
TA,LwQ,528,1098,1626,Ex,Y,SBrkr,1712,1712,145000
TA,Unf,0,816,816,TA,Y,SBrkr,872,1393,135500
TA,ALQ,351,1043,2217,Ex,Y,SBrkr,2217,2217,268000
TA,BLQ,1024,481,1505,Ex,Y,SBrkr,1505,1505,149500
TA,Unf,0,672,672,Ex,Y,SBrkr,672,924,122900
TA,LwQ,226,192,918,Gd,Y,SBrkr,918,1683,172500
TA,GLQ,663,396,1059,TA,Y,SBrkr,1068,1068,154500
Gd,BLQ,1064,319,1383,TA,Y,SBrkr,1383,1383,165000
TA,BLQ,400,380,780,TA,Y,SBrkr,983,1796,140000
TA,ALQ,285,666,951,Ex,N,SBrkr,951,951,106500
Ex,GLQ,2188,142,2330,Ex,Y,SBrkr,2364,2364,611657
TA,BLQ,465,447,912,TA,Y,SBrkr,1236,1236,135000
TA,ALQ,322,536,858,TA,Y,SBrkr,858,858,110000
TA,BLQ,860,132,992,TA,Y,SBrkr,1306,1306,153000
Gd,Unf,0,783,783,Ex,Y,SBrkr,807,1509,180000
Gd,Unf,0,1670,1670,Ex,Y,SBrkr,1670,1670,240000
TA,GLQ,599,277,876,TA,Y,SBrkr,902,902,125500
TA,Rec,354,412,1056,TA,Y,SBrkr,1063,1063,128000
Gd,GLQ,63,1560,1623,Ex,Y,SBrkr,1636,1636,255000
Gd,Rec,223,794,1017,Gd,Y,SBrkr,1020,2057,250000
Gd,BLQ,301,239,864,TA,Y,SBrkr,902,902,131000
Gd,Unf,0,742,742,Ex,Y,SBrkr,742,1484,174000
TA,Rec,443,662,1105,TA,Y,FuseA,1105,2274,154300
Gd,ALQ,196,1072,1268,TA,Y,SBrkr,1268,1268,143500
TA,Rec,489,279,768,TA,N,SBrkr,1015,1015,88000
TA,BLQ,284,717,1001,TA,N,FuseA,1001,2002,145000
Gd,GLQ,294,318,612,Ex,Y,SBrkr,612,1224,173733
TA,Unf,0,546,546,Fa,Y,SBrkr,546,1092,75000
TA,BLQ,50,430,480,TA,N,FuseA,480,480,35311
TA,ALQ,1059,75,1134,Ex,Y,FuseA,1229,1229,135000
Ex,BLQ,48,422,1104,Ex,Y,SBrkr,912,2127,238000
Gd,ALQ,528,245,1184,Ex,Y,SBrkr,1414,1414,176500
Gd,GLQ,814,114,928,Ex,Y,SBrkr,936,1721,201000
Gd,GLQ,28,1288,1316,Ex,Y,SBrkr,1316,1316,169990
Gd,LwQ,165,598,1604,Ex,Y,SBrkr,1617,1617,193000
Gd,BLQ,625,0,1686,TA,Y,SBrkr,1686,1686,207500
Gd,ALQ,767,266,1126,TA,Y,SBrkr,1126,1126,175000
Gd,Unf,0,1181,1181,Ex,Y,SBrkr,1234,2374,285000
TA,BLQ,552,280,832,Gd,Y,SBrkr,1098,1978,176000
Gd,Unf,0,1753,1753,Ex,Y,SBrkr,1788,1788,236500
Gd,Unf,0,964,964,Gd,Y,SBrkr,993,2236,222000
Gd,GLQ,16,1450,1466,Ex,Y,SBrkr,1466,1466,201000
TA,BLQ,338,121,925,Ex,Y,SBrkr,925,925,117500
Ex,Unf,0,1905,1905,Ex,Y,SBrkr,1905,1905,320000
Gd,GLQ,20,1480,1500,Ex,Y,SBrkr,1500,1500,190000
Gd,GLQ,425,160,585,Ex,Y,SBrkr,2069,2069,242000
Fa,Unf,0,600,600,Gd,Y,SBrkr,747,747,79900
Gd,GLQ,341,772,1113,Ex,Y,SBrkr,1113,1971,253000
Gd,GLQ,464,927,1391,Ex,Y,SBrkr,1391,1962,239799
TA,Unf,0,1032,1032,Ex,Y,SBrkr,1207,2403,244400
TA,Rec,936,396,1728,TA,Y,SBrkr,1728,1728,150900
Gd,ALQ,772,220,992,Ex,Y,SBrkr,1022,2060,214000
TA,Unf,0,1632,1632,TA,Y,SBrkr,1632,1632,143000
TA,GLQ,111,354,819,Gd,Y,FuseA,1344,1344,137500
TA,LwQ,1088,0,1088,TA,Y,SBrkr,1188,1869,124900
TA,ALQ,748,102,1144,TA,Y,SBrkr,1144,1144,143000
Gd,GLQ,1300,316,1616,Ex,Y,SBrkr,1629,1629,270000
TA,ALQ,982,179,1161,TA,Y,SBrkr,1381,1381,197500
TA,ALQ,398,317,864,Gd,Y,SBrkr,864,864,129000
TA,BLQ,641,187,828,Gd,Y,SBrkr,965,965,119900
Gd,GLQ,660,108,768,Gd,Y,SBrkr,768,768,133900
TA,ALQ,562,29,784,Ex,Y,SBrkr,1168,1968,172000
Gd,Rec,484,495,979,TA,N,FuseF,979,1958,145000
Gd,ALQ,285,276,561,TA,Y,SBrkr,561,1229,124000
TA,Rec,417,640,1057,TA,Y,SBrkr,1057,1057,132000
Gd,GLQ,699,638,1337,Ex,Y,SBrkr,1337,1337,185000
Gd,ALQ,604,92,696,Ex,Y,SBrkr,696,1416,155000
Gd,ALQ,896,434,1330,TA,Y,SBrkr,1542,2872,272000
Gd,ALQ,556,248,804,TA,Y,SBrkr,804,1548,155000
Ex,Unf,0,1800,1800,Ex,Y,SBrkr,1800,1800,239000
Gd,GLQ,624,193,817,Ex,Y,SBrkr,824,1894,214900
Gd,Unf,0,783,783,Ex,Y,SBrkr,783,1484,178900
TA,Rec,428,300,728,Ex,Y,SBrkr,976,1308,160000
TA,ALQ,902,196,1098,TA,Y,SBrkr,1098,1098,135000
TA,ALQ,513,75,588,TA,Y,SBrkr,1095,1095,140000
Gd,GLQ,567,197,764,Ex,Y,SBrkr,764,1626,173000
Gd,Unf,0,918,918,TA,Y,SBrkr,918,918,99500
Gd,Unf,0,728,728,TA,N,SBrkr,1136,2019,167500
Gd,GLQ,641,32,673,Ex,Y,SBrkr,673,1382,165000
TA,LwQ,552,342,894,Ex,Y,SBrkr,894,894,110000
TA,Rec,651,470,1121,TA,Y,SBrkr,1121,1121,139000
TA,ALQ,867,77,944,Gd,Y,SBrkr,999,999,178400
Gd,GLQ,854,371,1225,Ex,Y,SBrkr,1276,2612,336000
Gd,Unf,0,1266,1266,Ex,Y,SBrkr,1266,1266,159895
Gd,Unf,0,1128,1128,Ex,Y,SBrkr,1149,2290,255900
TA,ALQ,1040,124,1164,TA,N,SBrkr,1164,1164,125000
TA,Unf,0,485,485,Gd,Y,SBrkr,1001,1635,117000
Ex,GLQ,1646,284,1930,Ex,Y,SBrkr,1940,1940,395192
TA,LwQ,156,692,848,TA,Y,SBrkr,1118,2030,195000
Gd,Unf,0,770,770,Ex,Y,SBrkr,778,1576,197000
Gd,GLQ,1074,322,1396,Ex,Y,SBrkr,1407,2392,348000
TA,BLQ,216,700,916,Gd,Y,SBrkr,916,1742,168000
TA,BLQ,536,169,822,Gd,Y,SBrkr,1020,1851,187000
Gd,Unf,0,750,750,Ex,Y,SBrkr,750,1500,173900
Ex,GLQ,1172,528,1700,Ex,Y,SBrkr,1718,1718,337500
TA,ALQ,384,363,747,TA,Y,SBrkr,774,1230,121600
TA,Rec,915,135,1050,TA,Y,SBrkr,1050,1050,136500
TA,Unf,0,1442,1442,TA,Y,SBrkr,1442,1442,185000
TA,Unf,0,1007,1007,Fa,N,SBrkr,1077,1077,91000
Gd,GLQ,686,501,1187,Ex,Y,SBrkr,1208,1208,206000
Fa,Unf,0,691,691,Ex,Y,FuseA,691,691,86000
Gd,GLQ,24,1550,1574,Ex,Y,SBrkr,1574,1574,232000
TA,Unf,0,1680,1680,Fa,Y,SBrkr,1680,1680,136905
Gd,GLQ,16,1330,1346,Ex,Y,SBrkr,1504,1504,181000
Gd,GLQ,595,390,985,TA,Y,SBrkr,985,985,149900
Gd,LwQ,1237,420,1657,Gd,Y,SBrkr,1657,1657,163500
TA,BLQ,273,0,546,TA,Y,SBrkr,546,1092,88000
Ex,Unf,0,1710,1710,Ex,Y,SBrkr,1710,1710,240000
TA,Unf,0,720,720,TA,Y,SBrkr,720,1271,135000
TA,Unf,0,602,602,TA,Y,SBrkr,900,1502,165000
TA,ALQ,247,310,1022,TA,N,SBrkr,1022,1022,85000
TA,BLQ,336,746,1082,TA,Y,SBrkr,1082,1082,119200
Gd,GLQ,643,167,810,Ex,Y,SBrkr,810,1665,227000
Gd,GLQ,690,814,1504,Ex,Y,SBrkr,1504,1504,203000
Gd,GLQ,1036,184,1220,Gd,Y,SBrkr,1360,1360,187500
Gd,Unf,0,384,384,Gd,Y,SBrkr,802,1472,160000
Gd,GLQ,16,1346,1362,Ex,Y,SBrkr,1506,1506,213490
Gd,GLQ,1024,108,1132,Ex,Y,SBrkr,1132,1132,176000
Gd,GLQ,684,515,1199,Ex,Y,SBrkr,1220,1220,194000
TA,LwQ,324,588,912,Gd,Y,FuseA,912,1248,87000
Gd,GLQ,16,1330,1346,Ex,Y,SBrkr,1504,1504,191000
Gd,ALQ,1165,0,1565,TA,Y,SBrkr,2898,2898,287000
TA,LwQ,138,276,882,TA,Y,SBrkr,882,882,112500
TA,Rec,697,571,1268,TA,Y,SBrkr,1264,1264,167500
Gd,GLQ,1513,125,1638,Ex,Y,SBrkr,1646,1646,293077
TA,Rec,368,359,768,TA,Y,SBrkr,968,1376,105000
TA,BLQ,317,355,672,Gd,Y,SBrkr,672,1218,118000
TA,GLQ,523,301,824,Ex,Y,SBrkr,1687,3082,197000
Gd,GLQ,1012,326,1338,Ex,Y,SBrkr,1352,2520,310000
Gd,GLQ,986,668,1654,Ex,Y,SBrkr,1654,1654,230000
Fa,Unf,0,920,920,Ex,Y,SBrkr,954,954,119750
Ex,GLQ,1022,598,1620,Ex,Y,SBrkr,1620,1620,315500
Gd,Unf,0,1055,1055,Ex,Y,SBrkr,1055,2263,287000
Gd,GLQ,509,121,630,TA,Y,SBrkr,630,630,80000
TA,Rec,168,284,1134,Ex,Y,SBrkr,1803,1803,155000
TA,GLQ,400,336,800,Gd,Y,SBrkr,800,1632,173000
Gd,ALQ,900,406,1306,Ex,Y,SBrkr,1306,1306,196000
Gd,GLQ,1085,390,1475,Ex,Y,SBrkr,1532,2329,262280
Gd,ALQ,1104,1420,2524,TA,Y,SBrkr,2524,2524,278000
Ex,GLQ,240,1752,1992,Ex,Y,SBrkr,1992,2868,556581
Gd,GLQ,686,304,990,Ex,Y,SBrkr,990,990,145000
Gd,Unf,0,1302,1302,Ex,Y,SBrkr,1302,1302,176485
Gd,Unf,0,1316,1316,Ex,Y,SBrkr,1316,1316,200141
TA,Rec,442,374,816,TA,Y,SBrkr,1127,1977,165000
TA,Rec,383,833,1216,Ex,Y,FuseA,1526,1526,144500
Gd,GLQ,932,133,1065,Ex,Y,SBrkr,1091,1989,255000
Gd,ALQ,644,549,1193,TA,Y,SBrkr,1523,1523,180000
Gd,GLQ,659,705,1364,Ex,Y,SBrkr,1364,1364,185850
Gd,GLQ,595,378,973,Ex,Y,SBrkr,979,1850,248000
Ex,GLQ,936,168,1104,Ex,Y,SBrkr,1130,2184,335000
TA,Rec,297,0,854,TA,Y,SBrkr,1096,1991,220000
Gd,GLQ,616,722,1338,Ex,Y,SBrkr,1338,1338,213500
TA,Unf,0,894,894,TA,Y,SBrkr,894,894,81000
TA,Unf,0,662,662,TA,N,SBrkr,1422,2337,90000
TA,BLQ,397,706,1103,Gd,Y,SBrkr,1103,1103,110500
TA,BLQ,740,184,1154,Ex,Y,SBrkr,1154,1154,154000
Ex,GLQ,1201,105,1306,Ex,Y,SBrkr,1306,2260,328000
Gd,Unf,0,799,799,Gd,Y,SBrkr,799,1571,178000
TA,GLQ,674,0,780,TA,Y,SBrkr,798,1611,167900
Gd,ALQ,837,105,942,Gd,Y,SBrkr,1291,2521,151400
TA,ALQ,220,625,845,TA,Y,SBrkr,893,893,135000
TA,BLQ,586,462,1048,TA,Y,SBrkr,1048,1048,135000
TA,Rec,298,429,727,Ex,Y,SBrkr,829,1556,154000
Fa,Unf,0,810,810,Fa,Y,FuseA,1002,1456,91500
TA,BLQ,535,155,690,TA,Y,SBrkr,698,1426,159500
Gd,Unf,0,1240,1240,Ex,Y,SBrkr,1240,1240,194000
TA,BLQ,410,390,800,TA,Y,SBrkr,960,1740,219500
Fa,ALQ,626,170,796,Gd,Y,SBrkr,1096,1466,170000
TA,BLQ,75,230,1096,Ex,Y,SBrkr,1096,1096,138800
Gd,GLQ,662,186,848,Ex,Y,SBrkr,848,848,155900
Gd,GLQ,495,495,990,Gd,Y,SBrkr,990,990,126000
TA,ALQ,656,602,1258,Ex,Y,SBrkr,1258,1258,145000
TA,ALQ,824,216,1040,Fa,Y,SBrkr,1040,1040,133000
Gd,Unf,0,1459,1459,Ex,Y,SBrkr,1459,1459,192000
TA,BLQ,553,698,1251,TA,Y,SBrkr,1251,1251,160000
Gd,ALQ,592,99,691,Gd,Y,SBrkr,691,1498,187500
Gd,GLQ,747,189,936,Ex,Y,SBrkr,996,996,147000
TA,BLQ,334,212,546,TA,Y,SBrkr,546,1092,83500
Gd,Unf,0,1082,1082,Ex,Y,SBrkr,1082,1953,252000
Gd,Unf,0,970,970,Ex,Y,SBrkr,970,1709,137500
Gd,GLQ,1039,208,1247,Ex,Y,SBrkr,1247,1247,197000
Gd,BLQ,510,90,600,Ex,Y,SBrkr,624,1252,160000
TA,Rec,423,758,1181,Fa,Y,SBrkr,1390,1694,136500
TA,GLQ,661,203,864,Gd,Y,SBrkr,1200,1200,146000
TA,BLQ,248,448,936,Ex,Y,SBrkr,936,936,129000
Gd,GLQ,24,1290,1314,Gd,Y,SBrkr,1314,1314,176432
Gd,Unf,0,1074,1074,Ex,Y,SBrkr,1088,1088,170000
TA,BLQ,672,0,672,TA,Y,SBrkr,757,1324,128000
Gd,ALQ,704,567,1271,TA,Y,SBrkr,1601,1601,157000
TA,Rec,290,0,290,TA,N,FuseF,438,438,60000
TA,BLQ,412,251,950,TA,Y,SBrkr,950,950,119500
TA,Rec,588,422,1010,Ex,Y,SBrkr,1134,1134,135000
TA,ALQ,655,0,655,Ex,Y,SBrkr,1194,1194,159500
TA,Unf,0,630,630,TA,Y,SBrkr,630,1302,106000
Ex,GLQ,1032,431,1463,Ex,Y,SBrkr,1500,2622,325000
Gd,GLQ,738,172,910,Gd,Y,SBrkr,1442,1442,179900
Ex,Unf,0,868,868,Ex,Y,SBrkr,887,2021,274725
Gd,Unf,0,924,924,Ex,Y,SBrkr,948,1690,181000
Ex,GLQ,1039,797,1836,Ex,Y,SBrkr,1836,1836,280000
Gd,GLQ,219,554,773,Gd,Y,SBrkr,773,1658,188000
TA,ALQ,403,400,803,TA,Y,SBrkr,1098,1964,205000
TA,GLQ,708,108,816,TA,Y,FuseA,816,816,129900
TA,BLQ,643,365,1008,Gd,Y,SBrkr,1008,1008,134500
TA,Rec,415,418,833,Ex,Y,SBrkr,833,833,117000
Ex,GLQ,1004,730,1734,Ex,Y,SBrkr,1734,1734,318000
Gd,GLQ,353,55,408,Ex,Y,SBrkr,779,1419,184100
TA,BLQ,702,192,894,Ex,Y,SBrkr,894,894,130000
TA,Unf,0,533,533,TA,Y,SBrkr,1021,1601,140000
TA,LwQ,369,671,1040,TA,Y,FuseA,1040,1040,133700
TA,Unf,0,1012,1012,TA,Y,FuseA,1012,1012,118400
Gd,GLQ,24,1528,1552,Ex,Y,SBrkr,1552,1552,212900
TA,Unf,0,672,672,Ex,Y,FuseA,960,960,112000
Gd,Unf,0,384,384,Gd,Y,SBrkr,812,1482,163900
TA,Unf,0,1005,1005,TA,Y,SBrkr,1005,1005,115000
Gd,Unf,0,1373,1373,Ex,Y,SBrkr,1555,1555,174000
Gd,GLQ,1300,230,1530,Ex,Y,SBrkr,1530,1530,259000
Gd,Unf,0,847,847,Ex,Y,SBrkr,847,1959,215000
Gd,GLQ,936,0,936,TA,Y,SBrkr,936,936,140000
TA,BLQ,622,500,1122,TA,Y,SBrkr,1328,1981,135000
TA,Unf,0,1008,1008,TA,Y,SBrkr,1178,2210,117500
Gd,GLQ,584,544,1128,Ex,Y,SBrkr,1142,2020,239500
Gd,Unf,0,916,916,Gd,Y,SBrkr,916,1600,169000
TA,Unf,0,960,960,TA,N,SBrkr,986,986,102000
TA,BLQ,280,752,1032,TA,Y,FuseA,1032,1252,119000
TA,ALQ,1567,0,1567,TA,Y,SBrkr,1567,1567,196000
TA,BLQ,645,270,915,TA,Y,SBrkr,1167,1167,144000
TA,ALQ,852,100,952,TA,Y,SBrkr,952,952,139000
TA,ALQ,381,399,780,Ex,Y,SBrkr,1088,1868,197500
Ex,GLQ,1150,316,1466,Ex,Y,SBrkr,1466,2828,424870
Gd,BLQ,348,324,672,Fa,N,FuseA,672,924,80000
TA,Unf,0,1042,1042,Ex,Y,SBrkr,1042,1576,149000
Gd,GLQ,1258,40,1298,TA,Y,SBrkr,1298,1298,180000
TA,Rec,275,429,704,Ex,Y,SBrkr,860,1564,174500
TA,Unf,0,572,572,TA,Y,SBrkr,572,1111,116900
TA,ALQ,624,26,650,Ex,Y,SBrkr,832,1482,143000
TA,Unf,0,932,932,Ex,Y,FuseA,932,932,124000
TA,BLQ,176,1290,1466,TA,Y,SBrkr,1466,1466,149900
TA,ALQ,296,230,1073,Ex,Y,SBrkr,1811,1811,230000
TA,ALQ,538,278,816,Ex,Y,SBrkr,816,816,120500
TA,ALQ,454,410,864,TA,Y,SBrkr,902,1820,201800
Gd,ALQ,1157,280,1437,TA,Y,SBrkr,1437,1437,218000
TA,ALQ,633,586,1219,Gd,Y,SBrkr,1265,1265,179900
Gd,GLQ,904,410,1314,Ex,Y,SBrkr,1314,1314,230000
Gd,Unf,0,1580,1580,Ex,Y,SBrkr,1580,1580,235128
TA,ALQ,442,459,901,TA,Y,SBrkr,943,1876,185000
Gd,ALQ,311,544,855,Fa,Y,SBrkr,855,1456,146000
TA,BLQ,728,568,1296,Ex,Y,SBrkr,1640,1640,224000
Gd,BLQ,492,402,894,Gd,Y,SBrkr,894,894,129000
Gd,GLQ,1198,0,1198,TA,Y,SBrkr,1258,1258,108959
Gd,ALQ,680,289,1360,Ex,Y,SBrkr,1432,1432,194000
Gd,Unf,0,1502,1502,Ex,Y,SBrkr,1502,1502,233170
Gd,Unf,0,1694,1694,Ex,Y,SBrkr,1694,1694,245350
Gd,GLQ,786,173,959,Ex,Y,SBrkr,959,1671,173000
TA,Rec,626,501,1127,Ex,Y,SBrkr,1236,2108,235000
Ex,GLQ,1387,543,1930,Ex,Y,SBrkr,1831,3627,625000
TA,ALQ,522,574,1096,TA,Y,SBrkr,1118,1118,171000
TA,ALQ,662,599,1261,Ex,Y,SBrkr,1261,1261,163000
Gd,Unf,0,625,625,Ex,Y,SBrkr,625,1250,171900
Gd,Rec,503,449,952,TA,Y,SBrkr,1170,2345,239000
Gd,GLQ,700,983,1683,Ex,Y,SBrkr,2129,2872,285000
TA,ALQ,658,218,876,TA,Y,SBrkr,923,923,119500
TA,Rec,468,350,818,TA,Y,SBrkr,818,1224,115000
TA,Unf,0,731,731,Ex,Y,SBrkr,820,1343,154900
Gd,LwQ,1216,0,1216,Ex,Y,SBrkr,1298,2514,250000
Ex,GLQ,1480,120,1600,Ex,Y,SBrkr,1652,1652,392500
Ex,GLQ,2096,300,2396,Ex,Y,SBrkr,2411,4476,745000
TA,Rec,821,299,1120,Ex,Y,SBrkr,1130,1130,120000
TA,Rec,1159,413,1572,Gd,Y,SBrkr,1572,1572,186700
TA,BLQ,392,392,784,Gd,Y,SBrkr,949,1221,104900
Fa,BLQ,440,538,978,TA,Y,SBrkr,1014,1699,95000
Gd,GLQ,1456,168,1624,Ex,Y,SBrkr,1624,1624,262000
Gd,Unf,0,831,831,Ex,Y,SBrkr,831,1660,195000
TA,Unf,0,994,994,Gd,Y,SBrkr,1028,1804,189000
TA,BLQ,1159,90,1249,Ex,Y,SBrkr,1622,1622,168000
Gd,Unf,0,776,776,Ex,Y,SBrkr,764,1441,174000
TA,Unf,0,702,702,Gd,Y,SBrkr,842,1472,125000
Ex,GLQ,883,341,1224,Ex,Y,SBrkr,1224,1224,165000
TA,ALQ,371,292,663,TA,Y,SBrkr,663,1352,158000
Gd,Unf,0,728,728,Ex,Y,SBrkr,728,1456,176000
Gd,Unf,0,879,879,Ex,Y,SBrkr,879,1863,219210
TA,Unf,0,815,815,Ex,Y,SBrkr,815,1690,144000
Gd,Unf,0,1212,1212,Ex,Y,SBrkr,1212,1212,178000
TA,Rec,547,504,1051,Gd,Y,SBrkr,1382,1382,148000
TA,Unf,0,864,864,Gd,Y,SBrkr,864,864,116050
Gd,Unf,0,866,866,Ex,Y,SBrkr,866,1779,197900
TA,Unf,0,884,884,Ex,Y,SBrkr,884,1348,117000
Gd,Unf,0,1630,1630,Ex,Y,SBrkr,1630,1630,213000
Gd,ALQ,788,268,1056,Ex,Y,SBrkr,1074,1074,153500
Gd,ALQ,485,1496,2158,Gd,Y,SBrkr,2196,2196,271900
TA,Rec,1056,0,1056,TA,Y,SBrkr,1056,1056,107000
Gd,GLQ,340,1342,1682,Ex,Y,SBrkr,1700,1700,200000
TA,Rec,504,319,931,TA,Y,SBrkr,1283,1283,140000
Ex,GLQ,1220,440,1660,Ex,Y,SBrkr,1660,1660,290000
Gd,Unf,0,1055,1055,Ex,Y,SBrkr,1055,1845,189000
Gd,GLQ,427,132,559,Gd,Y,SBrkr,1080,1752,164000
TA,Rec,344,328,672,TA,Y,SBrkr,672,672,113000
TA,GLQ,648,0,648,Ex,Y,SBrkr,960,960,145000
TA,BLQ,784,141,925,TA,Y,SBrkr,999,999,134500
TA,Rec,180,340,894,TA,Y,SBrkr,894,894,125000
Gd,GLQ,936,364,1300,Ex,Y,SBrkr,1314,1314,229456
TA,Rec,312,0,912,TA,Y,SBrkr,912,912,115000
TA,BLQ,250,210,952,Ex,Y,SBrkr,1211,1211,134000
TA,Rec,196,844,1040,Ex,Y,SBrkr,1168,1846,143000
TA,LwQ,756,1380,2136,TA,N,FuseA,2136,2136,137900
Gd,GLQ,724,64,788,Ex,Y,SBrkr,788,1490,184000
TA,GLQ,507,81,588,Ex,Y,SBrkr,1138,1138,145000
Gd,Unf,0,894,894,Ex,Y,SBrkr,894,1933,214000
TA,ALQ,595,317,912,Ex,Y,SBrkr,912,912,147000
Ex,GLQ,1540,162,1702,Ex,Y,SBrkr,1702,1702,367294
TA,ALQ,666,409,1075,Gd,Y,SBrkr,1507,1507,127000
Gd,GLQ,498,652,1361,Ex,Y,SBrkr,1361,2620,190000
TA,ALQ,803,303,1106,TA,Y,SBrkr,1190,1190,132500
TA,Rec,1000,188,1188,Fa,Y,SBrkr,1188,1188,142000
Gd,Unf,0,747,747,Gd,Y,FuseF,892,1784,138887
Gd,Unf,0,764,764,Ex,Y,SBrkr,764,1626,175500
Gd,Unf,0,847,847,Ex,Y,SBrkr,847,1948,195000
Gd,Unf,0,1141,1141,Ex,Y,SBrkr,1141,1141,142500
Gd,GLQ,428,1048,1476,Ex,Y,SBrkr,1484,1484,265900
Gd,GLQ,550,334,884,Ex,Y,SBrkr,884,1768,224900
Gd,Unf,0,1689,1689,Ex,Y,SBrkr,1689,1689,248328
Gd,GLQ,885,0,1053,TA,Y,SBrkr,1173,1173,170000
Gd,Unf,0,792,792,Fa,Y,SBrkr,792,1517,230000
Gd,Unf,0,585,585,Ex,Y,SBrkr,1140,1868,178000
Gd,Unf,0,756,756,Ex,Y,SBrkr,756,1553,186500
TA,GLQ,539,473,1012,TA,Y,SBrkr,1034,1034,169900
Gd,Rec,319,416,735,Fa,N,SBrkr,1134,2058,129500
TA,BLQ,534,246,876,TA,Y,SBrkr,988,988,119000
TA,ALQ,1065,1045,2110,Ex,Y,SBrkr,2110,2110,244000
Gd,Unf,0,1405,1405,Ex,Y,SBrkr,1405,1405,171750
TA,BLQ,510,354,864,TA,Y,SBrkr,874,874,130000
TA,LwQ,125,36,1192,TA,Y,SBrkr,1516,2167,294000
Gd,Unf,0,746,746,Ex,Y,SBrkr,760,1656,165400
TA,LwQ,425,459,884,TA,Y,FuseA,959,1367,127500
Gd,GLQ,1314,672,1986,Ex,Y,SBrkr,1987,1987,301500
Gd,GLQ,655,201,856,Ex,Y,SBrkr,1166,1166,190000
Gd,ALQ,602,14,1054,Gd,Y,SBrkr,1054,1054,151000
Gd,Unf,0,841,841,Ex,Y,SBrkr,892,1675,181000
