BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageFinish,SalePrice
0,1,0,1,1,Fa,3,Detchd,Unf,60000
0,1,0,3,1,TA,5,Detchd,Unf,119500
0,1,0,2,1,TA,6,Attchd,RFn,135000
0,1,0,3,1,TA,6,BuiltIn,Fin,159500
0,2,1,3,1,TA,6,Detchd,Unf,106000
1,2,1,3,1,Gd,9,Attchd,RFn,325000
1,2,0,3,1,Gd,6,Attchd,Fin,179900
0,2,1,3,1,Gd,9,BuiltIn,RFn,274725
0,2,1,3,1,TA,7,Attchd,RFn,181000
1,2,0,3,1,Gd,7,Attchd,Fin,280000
1,2,1,3,1,TA,8,Attchd,Fin,188000
0,2,1,4,1,TA,8,Attchd,RFn,205000
1,1,0,2,1,TA,5,Detchd,Unf,129900
1,1,0,2,1,Gd,6,Attchd,Unf,134500
0,1,0,2,1,Gd,4,Detchd,Unf,117000
1,2,0,3,1,Ex,7,Attchd,RFn,318000
1,2,1,3,1,Gd,7,BuiltIn,Fin,184100
1,1,0,3,1,Gd,5,Attchd,RFn,130000
0,1,0,3,1,TA,6,BuiltIn,RFn,140000
0,1,0,3,1,TA,6,Attchd,RFn,133700
0,1,0,2,1,TA,6,Detchd,Unf,118400
0,2,0,3,1,Gd,7,Attchd,RFn,212900
0,1,0,3,1,TA,5,Basment,Unf,112000
0,2,1,3,1,Gd,7,Attchd,Fin,163900
0,1,0,2,1,Fa,5,Detchd,Unf,115000
0,2,0,2,1,Gd,7,Attchd,Fin,174000
1,2,0,3,1,Gd,7,Attchd,Fin,259000
0,2,1,4,1,Gd,8,BuiltIn,Fin,215000
1,1,0,2,1,TA,4,Detchd,Unf,140000
1,2,0,4,1,Gd,7,Detchd,Unf,135000
0,2,0,5,1,Fa,8,Detchd,Unf,117500
0,2,1,3,1,Gd,8,Attchd,RFn,239500
0,2,1,3,1,TA,7,Attchd,Fin,169000
0,1,0,2,1,TA,5,Detchd,Unf,102000
0,1,0,3,1,TA,6,Attchd,Unf,119000
1,2,0,2,1,Gd,5,Attchd,RFn,196000
0,1,0,3,1,TA,6,Detchd,Unf,144000
1,1,0,2,1,TA,4,Detchd,Unf,139000
1,2,1,4,1,Gd,9,Attchd,Unf,197500
1,3,0,4,1,Gd,11,BuiltIn,RFn,424870
1,1,0,2,1,Fa,5,Detchd,Unf,80000
0,1,0,3,1,TA,8,Detchd,Unf,149000
1,2,0,3,1,Gd,5,Attchd,Unf,180000
0,1,1,3,1,Fa,7,Attchd,Unf,174500
0,1,0,2,1,TA,5,Detchd,Unf,116900
0,1,0,3,1,TA,7,Detchd,Unf,143000
0,1,0,2,1,Gd,4,Attchd,Unf,124000
0,1,1,3,1,Fa,6,Attchd,Fin,149900
0,1,0,2,1,Ex,6,Attchd,Fin,230000
0,1,0,2,1,TA,5,Detchd,Unf,120500
0,1,2,4,1,Gd,8,Attchd,Unf,201800
1,2,0,3,1,Gd,6,Attchd,RFn,218000
0,2,0,3,1,Gd,6,Attchd,RFn,179900
1,2,0,2,1,Gd,6,Attchd,RFn,230000
0,2,0,3,1,Gd,7,Attchd,RFn,235128
0,2,1,4,1,Gd,8,Attchd,RFn,185000
0,2,1,3,1,TA,7,Attchd,Unf,146000
1,1,0,3,1,Gd,7,Detchd,Unf,224000
0,1,0,3,1,TA,5,Attchd,Fin,129000
2,0,2,0,2,TA,6,CarPort,Unf,108959
1,1,1,2,1,Gd,5,Attchd,Unf,194000
0,2,0,3,1,Gd,7,Attchd,RFn,233170
0,2,0,3,1,Gd,7,Attchd,RFn,245350
1,2,1,3,1,TA,7,Attchd,Fin,173000
0,2,0,4,1,Gd,7,Basment,Unf,235000
1,3,1,4,1,Gd,10,Attchd,Fin,625000
1,1,0,3,1,TA,6,Attchd,Fin,171000
1,1,0,3,1,TA,6,Attchd,RFn,163000
0,2,1,2,1,Gd,5,Detchd,Fin,171900
0,2,1,4,1,TA,9,Detchd,Unf,239000
0,2,1,4,1,Gd,9,Attchd,Fin,285000
1,1,0,3,1,TA,5,Attchd,Unf,119500
0,1,0,3,1,TA,5,Detchd,Unf,115000
0,1,1,3,1,TA,7,Detchd,Unf,154900
0,2,1,4,1,TA,8,Attchd,Fin,250000
1,2,0,2,1,Gd,5,Attchd,Fin,392500
1,3,1,4,1,Ex,10,Attchd,Fin,745000
1,1,0,2,1,TA,5,Detchd,Unf,120000
1,1,1,3,1,TA,5,2Types,RFn,186700
1,1,0,4,1,TA,7,Attchd,Unf,104900
1,2,0,3,2,TA,7,CarPort,Unf,95000
1,2,0,2,1,Gd,5,Attchd,RFn,262000
0,2,1,3,1,Gd,7,Attchd,RFn,195000
0,2,1,3,1,Gd,7,Attchd,Fin,189000
1,1,0,3,1,TA,7,2Types,Fin,168000
0,2,1,2,1,Gd,5,Detchd,Unf,174000
0,1,0,3,1,Gd,6,Detchd,Unf,125000
1,2,0,2,1,TA,5,Attchd,Fin,165000
0,1,1,4,1,TA,7,Attchd,Fin,158000
0,2,1,3,1,Gd,8,Attchd,Fin,176000
0,2,1,4,1,Gd,9,BuiltIn,Fin,219210
0,1,0,3,1,TA,7,Detchd,Unf,144000
0,2,0,3,1,Gd,6,Attchd,RFn,178000
0,1,1,3,1,TA,6,Attchd,Unf,148000
0,1,0,3,1,TA,5,Attchd,Unf,116050
0,2,1,3,1,Gd,6,Attchd,RFn,197900
1,1,0,3,1,TA,5,Detchd,Unf,117000
0,2,0,3,1,Gd,6,Attchd,Unf,213000
1,1,1,3,1,TA,6,Attchd,RFn,153500
0,2,0,3,1,Gd,7,Attchd,RFn,271900
1,1,0,2,1,TA,5,Detchd,Unf,107000
1,2,0,3,1,Gd,7,Attchd,RFn,200000
1,1,0,3,1,TA,6,Detchd,Unf,140000
1,2,0,3,1,Gd,8,Attchd,RFn,290000
0,2,1,3,1,Gd,8,Attchd,RFn,189000
0,2,0,4,1,TA,8,Basment,RFn,164000
1,1,0,2,1,TA,4,Attchd,Unf,113000
1,0,0,0,1,TA,3,Attchd,Unf,145000
1,1,0,3,1,TA,6,Attchd,Unf,134500
0,1,0,3,1,TA,5,Detchd,RFn,125000
1,2,0,3,1,Gd,6,Attchd,RFn,229456
0,1,0,2,1,TA,5,Attchd,Unf,115000
0,1,0,3,1,TA,5,Attchd,Unf,134000
0,2,0,3,1,TA,7,Attchd,Unf,143000
0,2,0,4,1,TA,7,Detchd,Unf,137900
1,2,1,3,1,Gd,8,Attchd,Fin,184000
0,1,0,3,1,TA,6,Attchd,RFn,145000
0,2,1,4,1,Gd,9,BuiltIn,Fin,214000
1,1,0,2,1,Gd,5,Detchd,Unf,147000
1,1,1,1,1,Ex,7,Attchd,Fin,367294
0,2,0,4,1,TA,7,Basment,Unf,127000
0,2,2,4,2,TA,12,BuiltIn,RFn,190000
1,1,0,3,1,TA,6,Attchd,Unf,132500
1,1,0,3,1,TA,6,Attchd,RFn,142000
0,1,1,4,1,TA,9,Detchd,Unf,138887
0,2,1,2,1,Gd,6,BuiltIn,RFn,175500
0,2,1,4,1,Gd,8,BuiltIn,Fin,195000
0,1,1,3,1,TA,6,Detchd,Unf,142500
0,2,0,2,1,Ex,6,Attchd,RFn,265900
1,2,1,3,1,Gd,8,Attchd,RFn,224900
0,2,0,3,1,Gd,7,Attchd,RFn,248328
1,2,0,3,1,Gd,6,Attchd,RFn,170000
0,1,0,3,1,Gd,7,Detchd,Unf,230000
0,3,1,3,1,TA,7,BuiltIn,Fin,178000
0,2,1,3,1,Gd,6,Attchd,RFn,186500
1,1,0,3,1,TA,6,Attchd,Unf,169900
0,1,1,3,1,TA,8,Detchd,Unf,129500
0,1,0,3,1,TA,6,Attchd,Unf,119000
1,2,1,3,1,Ex,8,Attchd,Fin,244000
0,2,0,2,1,Gd,6,Attchd,RFn,171750
1,1,0,3,1,TA,5,Attchd,RFn,130000
1,2,1,3,1,Gd,9,Attchd,RFn,294000
0,2,1,3,1,Gd,7,BuiltIn,Fin,165400
0,1,0,3,1,TA,6,Detchd,Unf,127500
1,2,0,2,1,Gd,7,Attchd,Fin,301500
1,2,0,2,1,Gd,5,Attchd,Fin,190000
1,1,1,3,1,TA,6,Attchd,Unf,151000
0,2,1,3,1,TA,7,BuiltIn,Fin,181000
0,1,0,2,1,TA,5,Attchd,Unf,128900
1,1,0,5,1,TA,8,Attchd,Unf,161500
0,1,0,3,1,TA,8,Detchd,Unf,180500
1,2,0,2,1,Gd,5,Attchd,Fin,181000
1,2,1,3,1,Gd,6,Detchd,Unf,183900
0,1,1,4,2,TA,9,Detchd,Unf,122000
0,2,0,3,1,Ex,10,Attchd,Fin,378500
0,3,1,4,1,Gd,11,BuiltIn,Unf,381000
0,1,1,3,1,TA,7,Attchd,Unf,144000
2,0,1,0,1,Gd,4,Attchd,Fin,260000
0,2,0,3,1,Gd,7,Attchd,RFn,185750
1,1,0,3,1,TA,5,Attchd,Unf,137000
1,1,0,2,1,Ex,5,Basment,RFn,177000
0,2,0,3,1,TA,8,Detchd,Unf,139000
0,2,0,4,2,TA,10,Detchd,Unf,137000
0,1,1,3,1,TA,6,Attchd,Unf,162000
1,1,1,3,1,TA,7,Attchd,RFn,197900
0,1,0,2,1,TA,6,Detchd,RFn,68400
1,2,0,3,1,Gd,6,Attchd,RFn,227000
1,2,0,2,1,TA,6,Attchd,Fin,180000
0,2,0,3,1,Gd,5,Detchd,Unf,150500
0,2,0,4,1,Gd,10,Detchd,Unf,169000
0,1,0,4,1,TA,6,Detchd,Unf,132500
1,1,1,3,1,TA,6,Attchd,Unf,143000
0,2,0,4,1,TA,7,Attchd,Unf,190000
1,2,0,2,1,Ex,5,Attchd,Fin,278000
0,2,1,3,1,Ex,8,BuiltIn,Fin,281000
1,1,0,3,1,TA,6,Attchd,RFn,180500
0,2,1,3,1,TA,6,Detchd,Unf,119500
0,2,0,4,2,TA,11,Attchd,RFn,107500
0,2,1,4,1,TA,8,Attchd,RFn,162900
1,1,0,2,1,TA,5,Detchd,Unf,115000
1,1,1,3,1,TA,5,Attchd,RFn,138500
1,2,0,3,1,TA,6,Attchd,RFn,155000
1,2,0,2,1,TA,5,Basment,Fin,140000
2,2,1,3,1,Ex,12,Attchd,Fin,160000
1,1,1,3,1,Gd,6,Attchd,RFn,154000
0,2,1,3,1,Gd,9,Attchd,Fin,225000
0,1,0,3,1,Gd,7,Attchd,Unf,177500
1,2,1,4,1,Gd,8,Attchd,RFn,290000
0,2,0,3,1,Gd,7,Attchd,RFn,232000
0,2,0,3,1,Gd,7,Detchd,Unf,130000
1,2,0,2,1,Ex,6,Attchd,Fin,325000
0,2,0,2,1,Gd,6,Attchd,RFn,202500
1,1,0,3,1,TA,5,Detchd,Unf,138000
1,1,0,2,1,Gd,6,Attchd,Unf,147000
1,2,0,3,1,Gd,6,Attchd,RFn,179200
1,2,0,3,1,Ex,7,Attchd,Fin,335000
1,2,0,3,1,Gd,6,Attchd,RFn,203000
0,2,1,4,1,Gd,9,Attchd,RFn,302000
0,2,1,4,1,Gd,10,BuiltIn,Fin,333168
1,1,0,3,1,TA,5,Detchd,Unf,119000
0,2,1,4,1,TA,9,Attchd,Unf,206900
1,2,0,3,1,Ex,8,Attchd,RFn,295493
0,2,0,2,1,Gd,5,Attchd,RFn,208900
0,2,0,3,1,Gd,7,Attchd,RFn,275000
0,1,0,3,1,TA,5,Attchd,Unf,111000
1,1,1,3,1,TA,6,Attchd,RFn,156500
1,2,1,3,1,Gd,8,Attchd,RFn,190000
0,2,0,2,1,Gd,7,Attchd,RFn,147000
0,1,0,3,1,Gd,5,Attchd,Unf,130500
0,2,0,5,1,TA,8,Detchd,Unf,256000
0,2,1,3,1,TA,8,Attchd,Fin,176500
0,2,0,3,1,Gd,7,Attchd,RFn,227000
0,1,0,3,1,TA,6,Detchd,Unf,132500
1,1,0,2,1,TA,3,Detchd,Unf,100000
0,1,1,2,1,Gd,6,Detchd,Unf,125500
0,1,1,3,1,TA,7,Attchd,Unf,125000
0,2,0,2,1,TA,6,Attchd,RFn,167900
0,2,0,4,2,TA,8,Detchd,Unf,135000
1,2,1,3,1,Gd,8,BuiltIn,RFn,200000
0,1,0,3,1,TA,5,Attchd,RFn,128500
0,1,0,3,1,TA,5,Detchd,Unf,123000
1,1,0,3,1,Gd,6,Detchd,Unf,155000
0,2,1,3,1,Gd,7,Attchd,RFn,228500
0,1,1,3,1,TA,9,Detchd,Unf,177000
0,2,1,3,1,Gd,8,Attchd,Fin,155835
0,1,0,2,1,Fa,5,Detchd,Unf,108500
0,2,0,3,1,TA,9,Attchd,RFn,262500
1,2,0,3,1,Gd,7,Attchd,Fin,283463
1,2,0,3,1,Gd,5,Attchd,RFn,215000
1,2,2,6,2,TA,12,Detchd,Unf,200000
0,1,1,4,1,TA,8,Attchd,Fin,171000
0,1,0,2,1,TA,4,Detchd,Unf,134900
1,2,1,4,1,Gd,9,Attchd,Fin,410000
1,2,1,3,1,Gd,7,Attchd,RFn,235000
0,3,0,4,1,Gd,8,Attchd,RFn,170000
0,1,0,3,1,TA,5,Attchd,RFn,110000
1,1,1,3,1,TA,6,Attchd,Fin,149900
0,2,1,3,1,Gd,5,Detchd,Unf,177500
1,2,0,3,1,Ex,8,Attchd,Fin,315000
0,3,1,4,1,TA,8,BuiltIn,RFn,189000
1,2,0,3,1,Gd,7,Attchd,Fin,260000
0,2,0,4,1,TA,7,Attchd,Unf,104900
0,2,1,3,1,Gd,6,BuiltIn,Fin,156932
0,2,1,2,1,Gd,4,Detchd,RFn,144152
1,2,1,3,1,Gd,7,Attchd,RFn,216000
1,2,1,3,1,Gd,7,Attchd,RFn,193000
0,2,0,4,1,TA,6,Attchd,RFn,127000
1,1,0,1,1,Gd,4,Attchd,Fin,144000
1,2,0,3,1,Gd,8,Attchd,Fin,232000
0,1,0,2,1,TA,6,Detchd,Fin,105000
1,1,0,3,1,Gd,8,BuiltIn,RFn,165500
1,2,1,3,1,Gd,8,Detchd,RFn,274300
1,2,1,2,1,Ex,8,Attchd,RFn,466500
0,2,1,3,1,Gd,9,Attchd,Fin,250000
0,2,0,3,1,Gd,7,Attchd,Fin,239000
0,1,0,2,1,TA,4,Detchd,Unf,91000
0,2,0,3,1,TA,6,Detchd,Unf,117000
0,1,1,2,1,TA,5,Detchd,Unf,83000
1,1,0,2,1,TA,5,Detchd,Unf,58500
0,2,1,4,1,TA,7,Attchd,Fin,237500
1,1,1,4,1,Gd,8,Detchd,Unf,157000
0,2,0,3,1,Gd,7,Attchd,Unf,112000
0,1,0,2,1,TA,6,Detchd,Unf,105000
1,1,0,3,1,Gd,7,Detchd,Unf,125500
1,3,1,5,1,Gd,12,Attchd,RFn,250000
0,2,0,5,1,Gd,10,Detchd,Unf,136000
1,2,0,3,1,Ex,7,Attchd,Fin,377500
0,1,0,3,1,TA,6,Detchd,Unf,131000
1,2,0,3,1,Gd,6,Attchd,RFn,235000
0,2,0,4,2,TA,8,Detchd,Unf,124000
1,1,0,3,1,TA,6,Attchd,RFn,123000
0,2,0,3,2,TA,7,Detchd,Unf,163000
1,2,0,2,1,Gd,6,Attchd,Fin,246578
0,2,1,4,1,Gd,9,BuiltIn,Fin,281213
1,1,0,3,1,TA,7,Detchd,Unf,160000
0,1,1,4,1,TA,8,Detchd,Unf,137500
1,1,1,3,1,TA,7,Attchd,Unf,138000
0,2,1,3,1,Gd,7,Detchd,Unf,137450
0,1,0,3,1,TA,5,BuiltIn,RFn,120000
1,2,1,3,1,TA,8,Attchd,Fin,193000
0,2,0,2,1,Gd,6,Attchd,RFn,193879
1,2,0,3,1,Gd,6,Attchd,Unf,282922
0,1,0,3,1,TA,6,Detchd,Unf,105000
1,2,0,2,1,Gd,5,Attchd,Fin,275000
1,1,0,2,1,TA,5,Detchd,Unf,133000
0,1,0,3,1,TA,6,Detchd,Unf,125500
0,2,1,3,1,TA,7,Attchd,Fin,215000
1,2,1,3,1,Gd,6,Attchd,RFn,230000
0,1,1,3,1,TA,6,Attchd,Unf,140000
1,2,0,2,1,Gd,7,Attchd,Fin,257000
0,1,1,4,1,Gd,8,Detchd,Unf,207000
0,2,0,1,1,Gd,7,Attchd,RFn,175900
0,2,0,4,2,TA,11,Detchd,Unf,122500
1,2,1,3,1,Gd,7,Attchd,Fin,340000
1,1,1,3,1,TA,6,Detchd,Unf,124000
1,2,0,3,1,Gd,7,Attchd,RFn,223000
0,2,1,3,1,TA,7,Attchd,RFn,179900
0,2,0,2,1,TA,4,Attchd,RFn,127500
1,1,0,1,1,Gd,3,Attchd,Fin,136500
0,2,0,4,1,Gd,8,Attchd,Unf,274970
1,1,0,2,1,TA,6,Detchd,Unf,144000
0,1,0,3,1,Gd,7,Detchd,Unf,142000
1,2,1,3,1,Gd,5,Attchd,RFn,271000
1,1,1,3,1,TA,6,Attchd,Unf,140000
1,1,0,2,1,Gd,4,Attchd,Unf,119000
0,2,0,3,1,Gd,7,Attchd,Fin,182900
0,2,1,4,1,TA,7,BuiltIn,Fin,192140
0,2,0,2,1,TA,5,Attchd,RFn,143750
0,2,0,4,1,TA,5,Detchd,Unf,64500
1,2,1,3,1,TA,8,Attchd,Fin,186500
1,2,0,3,1,TA,5,Attchd,RFn,160000
1,1,1,3,1,Gd,7,Attchd,RFn,174000
0,1,0,3,1,TA,5,Detchd,Unf,120500
1,2,0,2,1,Ex,7,Attchd,Fin,394617
1,1,0,2,1,TA,6,Attchd,Unf,149700
0,2,1,3,1,TA,6,Attchd,RFn,197000
0,2,0,3,1,TA,11,Detchd,Fin,191000
1,1,0,1,1,Gd,3,Attchd,RFn,149300
1,2,1,3,1,Ex,10,Attchd,Fin,310000
0,1,0,2,1,Fa,4,Detchd,Unf,121000
0,2,0,3,1,Gd,7,Attchd,RFn,179600
1,1,0,3,1,TA,6,Detchd,Unf,129000
0,1,0,3,1,TA,6,Attchd,Unf,157900
1,2,1,3,1,Gd,8,Attchd,RFn,240000
0,1,1,2,1,TA,6,Detchd,Unf,112000
0,2,0,3,1,Ex,7,Attchd,Fin,287090
1,1,0,2,1,TA,5,Basment,Fin,145000
1,2,0,2,1,Gd,6,Attchd,RFn,185000
0,2,1,3,1,TA,7,Attchd,RFn,175000
1,2,0,3,1,TA,7,Attchd,Unf,210000
0,2,0,4,1,Gd,9,Attchd,RFn,266500
1,1,0,2,1,Gd,5,Attchd,Unf,142125
1,1,1,3,1,TA,6,Attchd,Fin,147500
